account_id,account_name,account_type,balance,currency,cost_center,entity,is_active,last_updated
ACC000548,Account_548,Equity,197198223.1397841,,CC872,EntityA,True,2023-01-23 19:00:00
ACC000549,Account_549,Equity,157609.54,USD,CC470,EntityA,True,2023-01-23 20:00:00
ACC000550,Account_550,Revenue,12552979.751870908,EUR,CC443,EntityA,True,2023-01-23 21:00:00
ACC000551,CORRUPT_295059,Expense,197198223.1397841,EUR,CC985,EntityB,True,2023-01-23 22:00:00
ACC000552,Account_552,Liability,219972.03,USD,CC780,EntityC,True,2023-01-23 23:00:00
ACC000553,CORRUPT_656880,Expense,152179.35,USD,CC924,EntityB,True,2023-01-24 00:00:00
ACC000554,CORRUPT_699423,Liability,,,CC619,EntityA,True,2023-01-24 01:00:00
ACC000555,Account_555,,,USD,CC935,EntityB,True,2023-01-24 02:00:00
ACC000556,Account_556,Equity,381814.59,EUR,CC746,EntityB,True,2023-01-24 03:00:00
ACC000557,Account_557,Revenue,465071.67,,CC767,EntityA,True,2023-01-24 04:00:00
ACC000558,Account_558,Expense,249467.99,GBP,CC259,EntityC,True,2023-01-24 05:00:00
ACC000559,CORRUPT_436802,,321856.21,USD,CC609,EntityB,True,2023-01-24 06:00:00
ACC000560,CORRUPT_910088,Expense,197198223.1397841,USD,CC757,EntityA,True,2023-01-24 07:00:00
ACC000561,Account_561,Equity,197198223.1397841,EUR,CC784,EntityB,True,2023-01-24 08:00:00
ACC000562,Account_562,Asset,307144.73,USD,CC960,EntityC,True,2023-01-24 09:00:00
ACC000563,Account_563,Equity,197198223.1397841,GBP,CC393,EntityC,True,2023-01-24 10:00:00
ACC000564,Account_564,Asset,12552979.751870908,,CC372,EntityA,True,2023-01-24 11:00:00
ACC000565,Account_565,,197198223.1397841,GBP,CC971,EntityC,True,2023-01-24 12:00:00
ACC000566,Account_566,Liability,197198223.1397841,EUR,CC986,EntityB,True,2023-01-24 13:00:00
ACC000567,Account_567,Liability,197198223.1397841,EUR,CC261,EntityB,True,2023-01-24 14:00:00
ACC000568,Account_568,Liability,8886.97,USD,CC440,EntityA,True,2023-01-24 15:00:00
ACC000569,Account_569,Revenue,239123.12,EUR,CC952,EntityC,True,2023-01-24 16:00:00
ACC000570,Account_570,Equity,,USD,CC279,EntityC,False,2023-01-24 17:00:00
ACC000571,Account_571,Expense,204273.83,EUR,CC804,EntityA,True,2023-01-24 18:00:00
ACC000572,Account_572,,,USD,CC200,EntityB,True,2023-01-24 19:00:00
ACC000573,Account_573,Liability,12552979.751870908,USD,CC260,EntityC,True,2023-01-24 20:00:00
ACC000574,CORRUPT_29071,Asset,418469.91,USD,CC805,EntityB,True,2023-01-24 21:00:00
ACC000575,Account_575,Asset,197198223.1397841,INVALID,CC646,EntityA,True,2023-01-24 22:00:00
ACC000576,Account_576,Liability,12552979.751870908,USD,CC598,EntityC,False,2023-01-24 23:00:00
ACC000577,Account_577,Expense,,EUR,CC870,EntityA,True,2023-01-25 00:00:00
ACC000578,Account_578,Equity,424070.6,USD,CC376,EntityB,True,2023-01-25 01:00:00
ACC000579,Account_579,,197198223.1397841,EUR,CC552,EntityB,True,2023-01-25 02:00:00
ACC000580,Account_580,Asset,436583.1,USD,CC646,EntityC,True,2023-01-25 03:00:00
ACC000581,Account_581,Asset,445059.6,,CC765,EntityB,True,2023-01-25 04:00:00
ACC000582,Account_582,Expense,157859.62,,CC398,EntityC,True,2023-01-25 05:00:00
ACC000583,Account_583,Asset,201429.16,INVALID,CC669,EntityC,True,2023-01-25 06:00:00
ACC000584,Account_584,Asset,197198223.1397841,EUR,CC503,EntityC,True,2023-01-25 07:00:00
ACC000585,Account_585,Equity,,,CC587,EntityC,True,2023-01-25 08:00:00
ACC000586,Account_586,Expense,469463.87,EUR,CC875,EntityC,True,2023-01-25 09:00:00
ACC000587,Account_587,Revenue,172975.8,USD,CC453,EntityC,True,2023-01-25 10:00:00
ACC000588,Account_588,Asset,197198223.1397841,USD,CC700,EntityC,False,2023-01-25 11:00:00
ACC000589,CORRUPT_80771,Expense,148853.52,,CC946,EntityB,True,2023-01-25 12:00:00
ACC000590,Account_590,Expense,197198223.1397841,USD,CC785,EntityA,True,2023-01-25 13:00:00
ACC000591,Account_591,,197198223.1397841,,CC988,EntityA,True,2023-01-25 14:00:00
ACC000592,CORRUPT_933666,,29914.73,USD,CC624,EntityC,True,2023-01-25 15:00:00
ACC000593,CORRUPT_267875,Liability,474697.47,EUR,CC353,EntityA,True,2023-01-25 16:00:00
ACC000594,Account_594,Expense,197198223.1397841,USD,CC991,EntityC,True,2023-01-25 17:00:00
ACC000595,CORRUPT_467950,Liability,197198223.1397841,USD,CC679,EntityC,True,2023-01-25 18:00:00
ACC000596,Account_596,Expense,340983.41,GBP,CC317,EntityB,True,2023-01-25 19:00:00
ACC000597,CORRUPT_474415,Equity,96768.66,EUR,CC385,EntityC,True,2023-01-25 20:00:00
ACC000598,Account_598,Revenue,88555.66,EUR,CC335,EntityA,True,2023-01-25 21:00:00
ACC000599,CORRUPT_100951,Revenue,197198223.1397841,GBP,CC849,EntityB,True,2023-01-25 22:00:00
ACC000600,Account_600,,197198223.1397841,,CC183,EntityC,True,2023-01-25 23:00:00
ACC000601,Account_601,,12552979.751870908,USD,CC765,EntityC,False,2023-01-26 00:00:00
ACC000602,Account_602,Revenue,197198223.1397841,USD,CC598,EntityA,False,2023-01-26 01:00:00
ACC000603,Account_603,Revenue,339176.6,USD,CC166,EntityC,True,2023-01-26 02:00:00
ACC000604,Account_604,,12552979.751870908,,CC651,EntityB,True,2023-01-26 03:00:00
ACC000605,Account_605,Expense,197198223.1397841,GBP,CC777,EntityC,True,2023-01-26 04:00:00
ACC000606,CORRUPT_151333,,163227.08,USD,CC752,EntityB,False,2023-01-26 05:00:00
ACC000607,Account_607,Liability,482294.92,USD,CC575,EntityB,True,2023-01-26 06:00:00
ACC000608,Account_608,Equity,133034.21,USD,CC401,EntityA,True,2023-01-26 07:00:00
ACC000609,Account_609,Expense,215548.57,USD,CC247,EntityB,True,2023-01-26 08:00:00
ACC000610,Account_610,,216825.28,USD,CC111,EntityC,True,2023-01-26 09:00:00
ACC000611,Account_611,Expense,,,CC423,EntityC,True,2023-01-26 10:00:00
ACC000612,Account_612,Equity,12552979.751870908,INVALID,CC668,EntityA,True,2023-01-26 11:00:00
ACC000613,Account_613,Revenue,,,CC133,EntityA,True,2023-01-26 12:00:00
ACC000614,Account_614,,189780.69,EUR,CC997,EntityC,True,2023-01-26 13:00:00
ACC000615,Account_615,Revenue,417727.77,USD,CC626,EntityB,True,2023-01-26 14:00:00
ACC000616,Account_616,,197198223.1397841,USD,CC364,EntityC,True,2023-01-26 15:00:00
ACC000617,Account_617,Liability,3148.58,USD,CC964,EntityA,True,2023-01-26 16:00:00
ACC000618,Account_618,,197198223.1397841,USD,CC265,EntityB,True,2023-01-26 17:00:00
ACC000619,Account_619,Asset,497044.81,USD,CC960,EntityA,True,2023-01-26 18:00:00
ACC000620,Account_620,,197198223.1397841,GBP,CC353,EntityC,True,2023-01-26 19:00:00
ACC000621,CORRUPT_52630,Equity,104791.04,USD,CC441,EntityC,True,2023-01-26 20:00:00
ACC000622,Account_622,Equity,259938.41,USD,CC482,EntityA,True,2023-01-26 21:00:00
ACC000623,Account_623,Asset,405160.43,USD,CC994,EntityA,True,2023-01-26 22:00:00
ACC000624,Account_624,Equity,45431.96,EUR,CC325,EntityC,True,2023-01-26 23:00:00
ACC000625,Account_625,Revenue,197198223.1397841,USD,CC974,EntityA,True,2023-01-27 00:00:00
ACC000626,Account_626,Liability,373790.82,,CC411,EntityC,True,2023-01-27 01:00:00
ACC000627,Account_627,Liability,197198223.1397841,EUR,CC356,EntityC,True,2023-01-27 02:00:00
ACC000628,Account_628,Liability,95229.37,USD,CC673,EntityA,True,2023-01-27 03:00:00
ACC000629,Account_629,Equity,197198223.1397841,USD,CC723,EntityA,True,2023-01-27 04:00:00
ACC000630,Account_630,Liability,197198223.1397841,,CC410,EntityC,True,2023-01-27 05:00:00
ACC000631,Account_631,Revenue,240229.12,USD,CC220,EntityA,True,2023-01-27 06:00:00
ACC000632,CORRUPT_470865,Liability,197198223.1397841,INVALID,CC456,EntityB,True,2023-01-27 07:00:00
ACC000633,Account_633,Equity,321483.96,USD,CC585,EntityA,True,2023-01-27 08:00:00
ACC000634,CORRUPT_867864,Liability,345510.58,USD,CC135,EntityB,True,2023-01-27 09:00:00
ACC000635,Account_635,Asset,491510.6,,CC170,EntityB,True,2023-01-27 10:00:00
ACC000636,CORRUPT_675334,Revenue,206509.88,USD,CC925,EntityC,True,2023-01-27 11:00:00
ACC000637,Account_637,Liability,,,CC132,EntityC,True,2023-01-27 12:00:00
ACC000638,Account_638,Liability,461750.14,USD,CC465,EntityB,True,2023-01-27 13:00:00
ACC000639,Account_639,Revenue,,EUR,CC786,EntityB,True,2023-01-27 14:00:00
ACC000640,Account_640,Expense,12552979.751870908,,CC395,EntityB,True,2023-01-27 15:00:00
ACC000641,Account_641,Revenue,377532.0,USD,CC544,EntityC,True,2023-01-27 16:00:00
ACC000642,Account_642,Expense,197198223.1397841,INVALID,CC177,EntityA,True,2023-01-27 17:00:00
ACC000643,Account_643,Expense,234647.47,EUR,CC814,EntityA,True,2023-01-27 18:00:00
ACC000644,Account_644,Equity,101080.67,INVALID,CC670,EntityB,True,2023-01-27 19:00:00
ACC000645,Account_645,,197198223.1397841,USD,CC865,EntityC,True,2023-01-27 20:00:00
ACC000646,Account_646,Liability,232450.23,,CC876,EntityC,True,2023-01-27 21:00:00
ACC000647,Account_647,Equity,197198223.1397841,USD,CC415,EntityA,True,2023-01-27 22:00:00
ACC000648,Account_648,Equity,398234.16,USD,CC136,EntityA,True,2023-01-27 23:00:00
ACC000649,CORRUPT_435087,,197198223.1397841,USD,CC411,EntityB,True,2023-01-28 00:00:00
ACC000650,Account_650,,,,CC230,EntityB,True,2023-01-28 01:00:00
ACC000651,Account_651,Equity,12552979.751870908,USD,CC579,EntityB,True,2023-01-28 02:00:00
ACC000652,Account_652,Revenue,197198223.1397841,,CC231,EntityA,True,2023-01-28 03:00:00
ACC000653,Account_653,Liability,12552979.751870908,USD,CC928,EntityC,True,2023-01-28 04:00:00
ACC000654,Account_654,Expense,68384.01,USD,CC641,EntityC,True,2023-01-28 05:00:00
ACC000655,Account_655,Equity,,,CC327,EntityC,True,2023-01-28 06:00:00
ACC000656,Account_656,Equity,197198223.1397841,USD,CC928,EntityB,True,2023-01-28 07:00:00
ACC000657,Account_657,Revenue,197198223.1397841,USD,CC791,EntityA,True,2023-01-28 08:00:00
ACC000658,Account_658,Revenue,197198223.1397841,USD,CC493,EntityB,True,2023-01-28 09:00:00
ACC000659,Account_659,Asset,,EUR,CC231,EntityA,True,2023-01-28 10:00:00
ACC000660,Account_660,Liability,197198223.1397841,USD,CC409,EntityA,True,2023-01-28 11:00:00
ACC000661,Account_661,Asset,197198223.1397841,USD,CC625,EntityB,True,2023-01-28 12:00:00
ACC000662,Account_662,Revenue,319985.92,GBP,CC788,EntityB,False,2023-01-28 13:00:00
ACC000663,Account_663,Asset,12552979.751870908,EUR,CC335,EntityA,True,2023-01-28 14:00:00
ACC000664,Account_664,Liability,106256.26,USD,CC767,EntityC,True,2023-01-28 15:00:00
ACC000665,Account_665,,,USD,CC354,EntityA,True,2023-01-28 16:00:00
ACC000666,Account_666,Revenue,,,CC321,EntityB,True,2023-01-28 17:00:00
ACC000667,Account_667,Equity,424342.0,USD,CC501,EntityB,True,2023-01-28 18:00:00
ACC000668,Account_668,Expense,,,CC244,EntityB,True,2023-01-28 19:00:00
ACC000669,Account_669,,26217.46,USD,CC463,EntityC,True,2023-01-28 20:00:00
ACC000670,Account_670,Asset,12552979.751870908,,CC421,EntityC,True,2023-01-28 21:00:00
ACC000671,Account_671,Expense,,USD,CC351,EntityC,False,2023-01-28 22:00:00
ACC000672,Account_672,Revenue,,USD,CC797,EntityB,True,2023-01-28 23:00:00
ACC000673,Account_673,Revenue,12552979.751870908,USD,CC398,EntityA,True,2023-01-29 00:00:00
ACC000674,Account_674,Asset,65018.34,USD,CC724,EntityB,True,2023-01-29 01:00:00
ACC000675,Account_675,,197198223.1397841,EUR,CC747,EntityB,True,2023-01-29 02:00:00
ACC000676,Account_676,Revenue,469317.22,,CC698,EntityB,True,2023-01-29 03:00:00
ACC000677,Account_677,,364459.11,USD,CC342,EntityB,True,2023-01-29 04:00:00
ACC000678,Account_678,Asset,197198223.1397841,USD,CC845,EntityA,False,2023-01-29 05:00:00
ACC000679,CORRUPT_426202,Equity,,USD,CC312,EntityB,True,2023-01-29 06:00:00
ACC000680,Account_680,Expense,264201.36,USD,CC349,EntityC,False,2023-01-29 07:00:00
ACC000681,Account_681,Revenue,197198223.1397841,EUR,CC886,EntityB,False,2023-01-29 08:00:00
ACC000682,Account_682,,197198223.1397841,USD,CC405,EntityC,True,2023-01-29 09:00:00
ACC000683,Account_683,Expense,374927.08,USD,CC726,EntityC,True,2023-01-29 10:00:00
ACC000684,Account_684,Expense,144639.58,USD,CC138,EntityC,True,2023-01-29 11:00:00
ACC000685,CORRUPT_591077,Asset,197198223.1397841,USD,CC652,EntityA,True,2023-01-29 12:00:00
ACC000686,Account_686,,197198223.1397841,USD,CC881,EntityC,True,2023-01-29 13:00:00
ACC000687,CORRUPT_300912,Equity,12552979.751870908,INVALID,CC737,EntityB,True,2023-01-29 14:00:00
ACC000688,Account_688,Equity,197198223.1397841,GBP,CC623,EntityB,True,2023-01-29 15:00:00
ACC000689,Account_689,Equity,291739.53,,CC863,EntityB,True,2023-01-29 16:00:00
ACC000690,Account_690,Revenue,198155.82,USD,CC368,EntityA,True,2023-01-29 17:00:00
ACC000691,Account_691,Expense,393658.8,USD,CC438,EntityC,True,2023-01-29 18:00:00
ACC000692,Account_692,Revenue,456663.72,USD,CC162,EntityB,True,2023-01-29 19:00:00
ACC000693,Account_693,Expense,124115.8,USD,CC727,EntityC,True,2023-01-29 20:00:00
ACC000694,Account_694,Expense,,,CC750,EntityC,True,2023-01-29 21:00:00
ACC000695,Account_695,Asset,339307.95,EUR,CC775,EntityB,True,2023-01-29 22:00:00
ACC000696,CORRUPT_611759,Liability,,USD,CC773,EntityC,True,2023-01-29 23:00:00
ACC000697,Account_697,Revenue,95076.59,,CC214,EntityB,True,2023-01-30 00:00:00
ACC000698,Account_698,,,USD,CC698,EntityB,True,2023-01-30 01:00:00
ACC000699,Account_699,Asset,480352.52,,CC786,EntityC,True,2023-01-30 02:00:00
ACC000700,Account_700,Asset,361196.33,USD,CC283,EntityC,True,2023-01-30 03:00:00
ACC000701,Account_701,Equity,197198223.1397841,EUR,CC528,EntityC,True,2023-01-30 04:00:00
ACC000702,Account_702,Revenue,197198223.1397841,USD,CC920,EntityC,True,2023-01-30 05:00:00
ACC000703,Account_703,,176673.29,USD,CC472,EntityB,True,2023-01-30 06:00:00
ACC000704,Account_704,,319473.55,USD,CC777,EntityC,True,2023-01-30 07:00:00
ACC000705,Account_705,,237492.44,USD,CC576,EntityA,True,2023-01-30 08:00:00
ACC000706,Account_706,Equity,493327.74,USD,CC691,EntityC,True,2023-01-30 09:00:00
ACC000707,CORRUPT_20368,Asset,197198223.1397841,USD,CC663,EntityB,True,2023-01-30 10:00:00
ACC000708,Account_708,,12552979.751870908,,CC685,EntityB,True,2023-01-30 11:00:00
ACC000709,Account_709,Equity,437893.98,,CC800,EntityC,True,2023-01-30 12:00:00
ACC000710,Account_710,Equity,12552979.751870908,,CC913,EntityA,True,2023-01-30 13:00:00
ACC000711,Account_711,Revenue,394108.63,XXX,CC365,EntityC,True,2023-01-30 14:00:00
ACC000712,Account_712,Equity,192008.8,,CC934,EntityB,True,2023-01-30 15:00:00
ACC000713,Account_713,,490009.29,,CC664,EntityB,True,2023-01-30 16:00:00
ACC000714,Account_714,Revenue,,EUR,CC635,EntityA,True,2023-01-30 17:00:00
ACC000715,Account_715,Expense,151358.86,EUR,CC394,EntityB,True,2023-01-30 18:00:00
ACC000716,Account_716,Revenue,385326.36,EUR,CC474,EntityC,True,2023-01-30 19:00:00
ACC000717,Account_717,Equity,169091.42,,CC685,EntityA,True,2023-01-30 20:00:00
ACC000718,Account_718,Equity,,EUR,CC426,EntityB,True,2023-01-30 21:00:00
ACC000719,Account_719,Liability,197198223.1397841,GBP,CC358,EntityC,True,2023-01-30 22:00:00
ACC000720,Account_720,,414968.11,USD,CC836,EntityB,True,2023-01-30 23:00:00
ACC000721,Account_721,,13200.97,USD,CC473,EntityB,True,2023-01-31 00:00:00
ACC000722,Account_722,Expense,,USD,CC679,EntityB,True,2023-01-31 01:00:00
ACC000723,Account_723,Expense,356246.99,EUR,CC128,EntityA,True,2023-01-31 02:00:00
ACC000724,Account_724,Asset,197198223.1397841,USD,CC169,EntityB,True,2023-01-31 03:00:00
ACC000725,Account_725,Revenue,,EUR,CC862,EntityC,True,2023-01-31 04:00:00
ACC000726,Account_726,Asset,28549.77,,CC227,EntityB,True,2023-01-31 05:00:00
ACC000727,Account_727,Revenue,197198223.1397841,GBP,CC815,EntityB,True,2023-01-31 06:00:00
ACC000728,Account_728,,432685.02,INVALID,CC909,EntityA,True,2023-01-31 07:00:00
ACC000729,Account_729,Equity,197198223.1397841,EUR,CC532,EntityC,True,2023-01-31 08:00:00
ACC000730,Account_730,Revenue,197198223.1397841,EUR,CC895,EntityC,True,2023-01-31 09:00:00
ACC000731,Account_731,Revenue,472629.0,GBP,CC484,EntityC,True,2023-01-31 10:00:00
ACC000732,Account_732,Equity,26389.49,,CC955,EntityB,True,2023-01-31 11:00:00
ACC000733,Account_733,,,,CC313,EntityB,True,2023-01-31 12:00:00
ACC000734,Account_734,Revenue,,,CC484,EntityB,True,2023-01-31 13:00:00
ACC000735,Account_735,Liability,,USD,CC449,EntityA,True,2023-01-31 14:00:00
ACC000736,Account_736,Revenue,373287.92,GBP,CC804,EntityA,True,2023-01-31 15:00:00
ACC000737,CORRUPT_395114,Revenue,442966.88,USD,CC139,EntityB,True,2023-01-31 16:00:00
ACC000738,Account_738,Liability,108746.47,EUR,CC844,EntityB,True,2023-01-31 17:00:00
ACC000739,Account_739,Revenue,266115.08,XXX,CC121,EntityA,True,2023-01-31 18:00:00
ACC000740,Account_740,Expense,389855.7,USD,CC383,EntityC,True,2023-01-31 19:00:00
ACC000741,Account_741,Expense,123604.17,USD,CC635,EntityB,True,2023-01-31 20:00:00
ACC000742,Account_742,Revenue,116142.41,USD,CC230,EntityC,True,2023-01-31 21:00:00
ACC000743,Account_743,Revenue,197198223.1397841,EUR,CC540,EntityA,True,2023-01-31 22:00:00
ACC000744,Account_744,Liability,197198223.1397841,USD,CC996,EntityA,True,2023-01-31 23:00:00
ACC000745,Account_745,Revenue,355298.42,,CC840,EntityA,True,2023-02-01 00:00:00
ACC000746,Account_746,Liability,318144.62,EUR,CC127,EntityC,True,2023-02-01 01:00:00
ACC000747,Account_747,Equity,372253.37,USD,CC631,EntityA,True,2023-02-01 02:00:00
ACC000748,Account_748,Liability,,,CC637,EntityC,True,2023-02-01 03:00:00
ACC000749,CORRUPT_435395,,238590.78,,CC161,EntityC,True,2023-02-01 04:00:00
ACC000750,Account_750,Asset,225316.59,USD,CC684,EntityA,True,2023-02-01 05:00:00
ACC000751,Account_751,Expense,12552979.751870908,USD,CC568,EntityB,True,2023-02-01 06:00:00
ACC000752,Account_752,Asset,101565.95,USD,CC712,EntityA,True,2023-02-01 07:00:00
ACC000753,Account_753,Asset,444141.29,,CC367,EntityB,True,2023-02-01 08:00:00
ACC000754,Account_754,Expense,406064.43,EUR,CC329,EntityA,True,2023-02-01 09:00:00
ACC000755,Account_755,Equity,197198223.1397841,USD,CC761,EntityC,True,2023-02-01 10:00:00
ACC000756,Account_756,Equity,289726.04,USD,CC748,EntityC,True,2023-02-01 11:00:00
ACC000757,Account_757,Revenue,,USD,CC245,EntityA,True,2023-02-01 12:00:00
ACC000758,Account_758,Liability,,USD,CC294,EntityA,True,2023-02-01 13:00:00
ACC000759,Account_759,Asset,,,CC627,EntityC,True,2023-02-01 14:00:00
ACC000760,CORRUPT_422419,,461026.86,USD,CC845,EntityB,True,2023-02-01 15:00:00
ACC000761,Account_761,Asset,197198223.1397841,,CC281,EntityB,True,2023-02-01 16:00:00
ACC000762,Account_762,Equity,85398.22,USD,CC296,EntityC,True,2023-02-01 17:00:00
ACC000763,Account_763,Expense,,,CC826,EntityA,True,2023-02-01 18:00:00
ACC000764,Account_764,Expense,45910.69,USD,CC726,EntityC,True,2023-02-01 19:00:00
ACC000765,Account_765,Liability,197198223.1397841,USD,CC911,EntityB,True,2023-02-01 20:00:00
ACC000766,Account_766,,36580.96,,CC804,EntityB,True,2023-02-01 21:00:00
ACC000767,Account_767,Revenue,12552979.751870908,USD,CC956,EntityB,True,2023-02-01 22:00:00
ACC000768,Account_768,Equity,37954.78,,CC269,EntityC,True,2023-02-01 23:00:00
ACC000769,Account_769,Asset,197198223.1397841,USD,CC344,EntityB,False,2023-02-02 00:00:00
ACC000770,Account_770,Liability,413800.04,USD,CC313,EntityA,True,2023-02-02 01:00:00
ACC000771,Account_771,Revenue,290539.87,GBP,CC149,EntityA,True,2023-02-02 02:00:00
ACC000772,Account_772,Expense,197198223.1397841,GBP,CC800,EntityC,True,2023-02-02 03:00:00
ACC000773,Account_773,Asset,315825.09,XXX,CC694,EntityB,True,2023-02-02 04:00:00
ACC000774,Account_774,Revenue,441205.36,,CC177,EntityA,False,2023-02-02 05:00:00
ACC000775,Account_775,Expense,319595.3,,CC278,EntityA,True,2023-02-02 06:00:00
ACC000776,Account_776,Expense,197198223.1397841,USD,CC271,EntityA,True,2023-02-02 07:00:00
ACC000777,CORRUPT_638754,Equity,197198223.1397841,EUR,CC462,EntityC,True,2023-02-02 08:00:00
ACC000778,CORRUPT_881309,Asset,224248.98,USD,CC509,EntityC,True,2023-02-02 09:00:00
ACC000779,Account_779,,173685.85,EUR,CC359,EntityB,True,2023-02-02 10:00:00
ACC000780,Account_780,Expense,234358.57,GBP,CC936,EntityA,True,2023-02-02 11:00:00
ACC000781,Account_781,Expense,85687.34,USD,CC291,EntityB,True,2023-02-02 12:00:00
ACC000782,Account_782,,197198223.1397841,EUR,CC605,EntityA,True,2023-02-02 13:00:00
ACC000783,Account_783,Asset,12552979.751870908,GBP,CC493,EntityB,True,2023-02-02 14:00:00
ACC000784,Account_784,,12552979.751870908,USD,CC448,EntityB,True,2023-02-02 15:00:00
ACC000785,Account_785,Equity,123929.77,USD,CC842,EntityC,True,2023-02-02 16:00:00
ACC000786,Account_786,Equity,,,CC979,EntityA,False,2023-02-02 17:00:00
ACC000787,Account_787,Asset,165770.45,GBP,CC105,EntityA,True,2023-02-02 18:00:00
ACC000788,Account_788,Revenue,343338.88,,CC516,EntityA,True,2023-02-02 19:00:00
ACC000789,CORRUPT_518770,Equity,428348.41,USD,CC207,EntityB,True,2023-02-02 20:00:00
ACC000790,Account_790,Asset,39794.59,USD,CC489,EntityB,True,2023-02-02 21:00:00
ACC000791,Account_791,,12552979.751870908,,CC654,EntityA,True,2023-02-02 22:00:00
ACC000792,Account_792,,,USD,CC470,EntityC,True,2023-02-02 23:00:00
ACC000793,Account_793,Revenue,,USD,CC377,EntityB,True,2023-02-03 00:00:00
ACC000794,Account_794,,197198223.1397841,USD,CC380,EntityC,True,2023-02-03 01:00:00
ACC000795,Account_795,Equity,454988.51,USD,CC369,EntityB,True,2023-02-03 02:00:00
ACC000796,Account_796,Liability,197198223.1397841,USD,CC392,EntityA,True,2023-02-03 03:00:00
ACC000797,Account_797,Expense,284848.07,,CC436,EntityA,True,2023-02-03 04:00:00
ACC000798,Account_798,,197198223.1397841,,CC718,EntityB,True,2023-02-03 05:00:00
ACC000799,CORRUPT_752918,Liability,,USD,CC186,EntityB,True,2023-02-03 06:00:00
ACC000800,CORRUPT_637933,Equity,311309.15,USD,CC136,EntityC,True,2023-02-03 07:00:00
ACC000801,Account_801,Asset,305557.36,,CC564,EntityC,True,2023-02-03 08:00:00
ACC000802,Account_802,Liability,12552979.751870908,USD,CC712,EntityA,True,2023-02-03 09:00:00
ACC000803,Account_803,,,USD,CC332,EntityA,True,2023-02-03 10:00:00
ACC000804,Account_804,Expense,347076.69,USD,CC280,EntityA,True,2023-02-03 11:00:00
ACC000805,Account_805,,12552979.751870908,USD,CC661,EntityA,True,2023-02-03 12:00:00
ACC000806,Account_806,Revenue,341611.47,USD,CC445,EntityA,True,2023-02-03 13:00:00
ACC000807,CORRUPT_653986,Equity,37961.21,USD,CC761,EntityA,True,2023-02-03 14:00:00
ACC000808,Account_808,Asset,,USD,CC231,EntityB,True,2023-02-03 15:00:00
ACC000809,Account_809,Liability,205108.53,GBP,CC208,EntityA,True,2023-02-03 16:00:00
ACC000810,Account_810,Expense,197198223.1397841,EUR,CC596,EntityA,True,2023-02-03 17:00:00
ACC000811,Account_811,Asset,111961.6,USD,CC452,EntityA,True,2023-02-03 18:00:00
ACC000812,Account_812,Expense,,USD,CC755,EntityC,True,2023-02-03 19:00:00
ACC000813,Account_813,,371710.25,INVALID,CC555,EntityB,True,2023-02-03 20:00:00
ACC000814,Account_814,Liability,119293.98,XXX,CC418,EntityC,True,2023-02-03 21:00:00
ACC000815,Account_815,Revenue,415045.21,INVALID,CC243,EntityA,True,2023-02-03 22:00:00
ACC000816,Account_816,Expense,,USD,CC246,EntityA,True,2023-02-03 23:00:00
ACC000817,Account_817,Asset,12552979.751870908,USD,CC779,EntityB,True,2023-02-04 00:00:00
ACC000818,Account_818,,236805.44,USD,CC303,EntityB,True,2023-02-04 01:00:00
ACC000819,Account_819,,298395.9,USD,CC551,EntityA,False,2023-02-04 02:00:00
ACC000820,Account_820,Expense,310239.98,,CC835,EntityA,True,2023-02-04 03:00:00
ACC000821,Account_821,Asset,464057.33,EUR,CC907,EntityB,True,2023-02-04 04:00:00
ACC000822,Account_822,Revenue,246414.48,,CC340,EntityA,True,2023-02-04 05:00:00
ACC000823,Account_823,Asset,197198223.1397841,USD,CC198,EntityB,True,2023-02-04 06:00:00
ACC000824,Account_824,,301396.48,USD,CC796,EntityC,True,2023-02-04 07:00:00
ACC000825,Account_825,Revenue,197198223.1397841,,CC717,EntityB,False,2023-02-04 08:00:00
ACC000826,Account_826,Asset,36853.32,USD,CC397,EntityB,True,2023-02-04 09:00:00
ACC000827,Account_827,Revenue,197198223.1397841,USD,CC633,EntityB,True,2023-02-04 10:00:00
ACC000828,Account_828,Expense,241314.2,USD,CC269,EntityC,True,2023-02-04 11:00:00
ACC000829,CORRUPT_36894,Expense,197198223.1397841,GBP,CC729,EntityB,True,2023-02-04 12:00:00
ACC000830,CORRUPT_560209,Asset,197198223.1397841,,CC753,EntityB,True,2023-02-04 13:00:00
ACC000831,Account_831,Liability,197198223.1397841,USD,CC369,EntityC,False,2023-02-04 14:00:00
ACC000832,Account_832,Liability,,XXX,CC521,EntityA,True,2023-02-04 15:00:00
ACC000833,CORRUPT_207372,Equity,225837.66,USD,CC400,EntityA,True,2023-02-04 16:00:00
ACC000834,Account_834,Asset,91261.33,USD,CC128,EntityB,True,2023-02-04 17:00:00
ACC000835,Account_835,Expense,109241.15,USD,CC214,EntityA,True,2023-02-04 18:00:00
ACC000836,CORRUPT_887038,Revenue,48498.58,USD,CC962,EntityA,True,2023-02-04 19:00:00
ACC000837,Account_837,,,USD,CC509,EntityA,True,2023-02-04 20:00:00
ACC000838,Account_838,Asset,216540.88,USD,CC232,EntityC,True,2023-02-04 21:00:00
ACC000839,Account_839,Asset,12552979.751870908,,CC139,EntityB,True,2023-02-04 22:00:00
ACC000840,Account_840,Expense,366999.75,USD,CC417,EntityC,True,2023-02-04 23:00:00
