entity_id,entity_name,country,currency,fiscal_year_end,consolidation_level,parent_entity,is_active
ENT0448,Entity_448,JP,USD,Jun,3,ENT0837,False
ENT0449,Entity_449,DE,EUR,Sep,3,ENT0668,True
ENT0450,Entity_450,GB,USD,Dec,2,ENT0491,True
ENT0451,Entity_451,JP,GBP,Sep,2,,True
ENT0452,Entity_452,JP,USD,Sep,1,ENT0032,True
ENT0453,Entity_453,DE,USD,Dec,2,,True
ENT0454,Entity_454,US,GBP,Mar,2,ENT0052,True
ENT0455,Entity_455,DE,EUR,Sep,4,ENT0352,True
ENT0456,Entity_456,DE,USD,Mar,4,ENT0529,True
ENT0457,Entity_457,US,JPY,Sep,4,ENT0493,True
ENT0458,Entity_458,FR,GBP,Sep,1,ENT0458,True
ENT0459,Entity_459,JP,GBP,Mar,4,ENT0300,True
ENT0460,Entity_460,US,EUR,Dec,2,ENT0198,True
ENT0461,Entity_461,FR,EUR,Mar,2,ENT0914,True
ENT0462,Entity_462,US,GBP,Dec,4,ENT0903,True
ENT0463,Entity_463,FR,USD,Mar,4,ENT0352,True
ENT0464,Entity_464,DE,USD,Jun,1,ENT0229,True
ENT0465,Entity_465,US,JPY,Mar,2,ENT0150,True
ENT0466,Entity_466,JP,USD,Dec,3,ENT0423,True
ENT0467,Entity_467,US,EUR,Mar,3,ENT0060,True
ENT0468,Entity_468,DE,GBP,Jun,2,,True
ENT0469,Entity_469,US,EUR,Dec,3,,True
ENT0470,Entity_470,JP,USD,Dec,4,ENT0289,False
ENT0471,Entity_471,FR,JPY,Sep,1,ENT0544,True
ENT0472,Entity_472,JP,EUR,Dec,3,ENT0631,True
ENT0473,Entity_473,DE,EUR,Mar,3,ENT0242,True
ENT0474,Entity_474,DE,JPY,Dec,4,,True
ENT0475,Entity_475,FR,JPY,Dec,2,ENT0465,True
ENT0476,Entity_476,FR,GBP,Mar,1,,True
ENT0477,Entity_477,JP,EUR,Jun,3,ENT0827,True
ENT0478,Entity_478,US,GBP,Dec,3,ENT0760,True
ENT0479,Entity_479,FR,GBP,Dec,2,ENT0265,True
ENT0480,Entity_480,US,EUR,Dec,4,ENT0292,True
ENT0481,Entity_481,GB,USD,Jun,4,ENT0923,True
ENT0482,Entity_482,JP,USD,Sep,1,ENT0799,True
ENT0483,Entity_483,GB,GBP,Dec,4,ENT0068,True
ENT0484,Entity_484,FR,USD,Mar,1,ENT0994,True
ENT0485,Entity_485,DE,EUR,Mar,2,ENT0394,True
ENT0486,Entity_486,GB,USD,Mar,1,ENT0745,True
ENT0487,Entity_487,GB,USD,Dec,2,ENT0209,True
ENT0488,Entity_488,DE,USD,Dec,4,ENT0488,True
ENT0489,Entity_489,FR,USD,Jun,2,,True
ENT0490,Entity_490,FR,EUR,Mar,3,,False
ENT0491,Entity_491,JP,USD,Mar,1,ENT0690,True
ENT0492,Entity_492,JP,EUR,Mar,3,ENT0397,True
ENT0493,Entity_493,FR,USD,Sep,2,,True
ENT0494,Entity_494,FR,GBP,Jun,3,ENT0564,True
ENT0495,Entity_495,GB,EUR,Mar,4,ENT0806,True
ENT0496,Entity_496,DE,EUR,Dec,3,,True
ENT0497,Entity_497,US,EUR,Sep,1,ENT0390,True
ENT0498,Entity_498,GB,USD,Sep,2,ENT0468,True
ENT0499,Entity_499,JP,EUR,Dec,1,ENT0286,True
ENT0500,Entity_500,DE,JPY,Sep,2,ENT0399,True
ENT0501,Entity_501,US,EUR,Jun,1,ENT0227,True
ENT0502,Entity_502,FR,GBP,Dec,3,ENT0501,True
ENT0503,Entity_503,JP,USD,Sep,2,ENT0695,True
ENT0504,Entity_504,JP,USD,Dec,1,ENT0746,True
ENT0505,Entity_505,GB,EUR,Dec,1,ENT0583,True
ENT0506,Entity_506,DE,JPY,Dec,4,,False
ENT0507,Entity_507,DE,JPY,Mar,4,ENT0854,True
ENT0508,Entity_508,GB,EUR,Jun,4,,True
ENT0509,Entity_509,GB,JPY,Mar,1,ENT0361,True
ENT0510,Entity_510,GB,EUR,Dec,2,ENT0239,True
ENT0511,Entity_511,JP,GBP,Dec,4,,True
ENT0512,Entity_512,FR,GBP,Sep,3,ENT0166,True
ENT0513,Entity_513,JP,EUR,Sep,1,ENT0949,True
ENT0514,Entity_514,JP,USD,Sep,1,ENT0236,True
ENT0515,Entity_515,JP,GBP,Dec,2,ENT0987,True
ENT0516,Entity_516,US,JPY,Sep,4,,True
ENT0517,Entity_517,JP,EUR,Jun,1,ENT0544,True
ENT0518,Entity_518,US,USD,Jun,4,ENT0033,True
ENT0519,Entity_519,DE,EUR,Dec,3,ENT0852,True
ENT0520,Entity_520,DE,EUR,Sep,4,ENT0689,True
ENT0521,Entity_521,GB,JPY,Mar,4,ENT0731,True
ENT0522,Entity_522,US,EUR,Dec,2,ENT0813,True
ENT0523,Entity_523,US,USD,Dec,4,ENT0508,True
ENT0524,Entity_524,JP,USD,Mar,1,,True
ENT0525,Entity_525,GB,EUR,Dec,2,,True
ENT0526,Entity_526,GB,USD,Mar,1,ENT0893,False
ENT0527,Entity_527,JP,GBP,Mar,1,ENT0074,True
ENT0528,Entity_528,US,USD,Sep,1,,True
ENT0529,Entity_529,JP,USD,Dec,1,,True
ENT0530,Entity_530,JP,USD,Jun,1,ENT0530,True
ENT0531,Entity_531,DE,USD,Sep,2,,True
ENT0532,Entity_532,US,USD,Sep,1,ENT0526,True
ENT0533,Entity_533,US,JPY,Sep,1,,True
ENT0534,Entity_534,GB,USD,Dec,4,ENT0991,True
ENT0535,Entity_535,DE,JPY,Sep,1,ENT0923,True
ENT0536,Entity_536,US,USD,Sep,1,ENT0808,False
ENT0537,Entity_537,DE,USD,Mar,1,ENT0429,True
ENT0538,Entity_538,US,USD,Mar,1,ENT0168,True
ENT0539,Entity_539,DE,EUR,Jun,3,ENT0308,False
ENT0540,Entity_540,US,EUR,Mar,4,ENT0137,True
ENT0541,Entity_541,FR,EUR,Mar,3,ENT0899,True
ENT0542,Entity_542,US,GBP,Sep,3,,True
ENT0543,Entity_543,US,USD,Sep,1,ENT0003,True
ENT0544,Entity_544,US,EUR,Mar,4,ENT0553,True
ENT0545,Entity_545,JP,GBP,Sep,1,ENT0273,True
ENT0546,Entity_546,US,EUR,Mar,3,,False
ENT0547,Entity_547,DE,EUR,Sep,2,ENT0257,True
ENT0548,Entity_548,DE,JPY,Jun,4,ENT0707,False
ENT0549,Entity_549,DE,EUR,Mar,2,,True
ENT0550,Entity_550,FR,USD,Dec,3,ENT0534,False
ENT0551,Entity_551,JP,GBP,Jun,2,ENT0175,True
ENT0552,Entity_552,GB,JPY,Mar,3,ENT0474,True
ENT0553,Entity_553,JP,USD,Dec,4,,True
ENT0554,Entity_554,GB,EUR,Dec,3,,True
ENT0555,Entity_555,JP,EUR,Sep,2,ENT0783,True
ENT0556,Entity_556,DE,USD,Dec,2,,False
ENT0557,Entity_557,FR,JPY,Sep,3,,True
ENT0558,Entity_558,JP,USD,Sep,2,ENT0533,True
ENT0559,Entity_559,FR,JPY,Dec,1,,True
ENT0560,Entity_560,JP,JPY,Jun,2,ENT0838,True
ENT0561,Entity_561,DE,GBP,Jun,1,ENT0907,True
ENT0562,Entity_562,US,GBP,Mar,1,ENT0870,True
ENT0563,Entity_563,DE,JPY,Jun,2,ENT0568,True
ENT0564,Entity_564,US,JPY,Mar,4,ENT0526,True
ENT0565,Entity_565,JP,EUR,Mar,4,ENT0614,True
ENT0566,Entity_566,GB,EUR,Mar,2,ENT0101,True
ENT0567,Entity_567,GB,JPY,Sep,2,,True
ENT0568,Entity_568,GB,EUR,Jun,1,ENT0506,True
ENT0569,Entity_569,FR,JPY,Mar,4,ENT0446,True
ENT0570,Entity_570,DE,JPY,Sep,1,ENT0817,True
ENT0571,Entity_571,JP,USD,Sep,4,,True
ENT0572,Entity_572,DE,GBP,Sep,4,ENT0992,True
ENT0573,Entity_573,GB,USD,Jun,3,ENT0155,True
ENT0574,Entity_574,US,JPY,Mar,2,ENT0049,True
ENT0575,Entity_575,US,USD,Sep,4,ENT0575,True
ENT0576,Entity_576,GB,GBP,Mar,3,ENT0649,True
ENT0577,Entity_577,JP,EUR,Mar,3,,True
ENT0578,Entity_578,DE,EUR,Mar,4,,True
ENT0579,Entity_579,JP,USD,Sep,4,,True
ENT0580,Entity_580,US,EUR,Jun,1,,True
ENT0581,Entity_581,US,GBP,Mar,4,ENT0221,True
ENT0582,Entity_582,JP,GBP,Mar,4,,True
ENT0583,Entity_583,US,EUR,Mar,1,ENT0352,True
ENT0584,Entity_584,US,EUR,Jun,2,ENT0714,True
ENT0585,Entity_585,DE,EUR,Mar,4,ENT0540,False
ENT0586,Entity_586,JP,GBP,Jun,1,ENT0540,True
ENT0587,Entity_587,FR,JPY,Mar,2,,True
ENT0588,Entity_588,US,USD,Mar,3,ENT0836,True
ENT0589,Entity_589,JP,JPY,Sep,3,ENT0809,True
ENT0590,Entity_590,JP,USD,Mar,4,ENT0847,True
ENT0591,Entity_591,JP,EUR,Dec,1,ENT0851,True
ENT0592,Entity_592,JP,GBP,Mar,2,ENT0354,True
ENT0593,Entity_593,GB,GBP,Jun,4,ENT0337,True
ENT0594,Entity_594,JP,USD,Dec,3,ENT0999,True
ENT0595,Entity_595,GB,EUR,Mar,1,,True
ENT0596,Entity_596,JP,USD,Dec,2,ENT0608,True
ENT0597,Entity_597,DE,JPY,Jun,2,,True
ENT0598,Entity_598,FR,EUR,Jun,3,ENT0120,True
ENT0599,Entity_599,FR,JPY,Sep,2,ENT0798,True
ENT0600,Entity_600,FR,EUR,Mar,3,,True
ENT0601,Entity_601,FR,GBP,Sep,2,,True
ENT0602,Entity_602,FR,EUR,Dec,3,ENT0184,True
ENT0603,Entity_603,FR,JPY,Sep,1,ENT0419,True
ENT0604,Entity_604,US,GBP,Jun,3,,True
ENT0605,Entity_605,JP,USD,Sep,4,ENT0040,True
ENT0606,Entity_606,DE,JPY,Sep,1,,True
ENT0607,Entity_607,GB,USD,Jun,2,ENT0255,True
ENT0608,Entity_608,DE,EUR,Mar,3,ENT0435,True
ENT0609,Entity_609,JP,GBP,Jun,3,,True
ENT0610,Entity_610,JP,USD,Sep,3,ENT0610,True
ENT0611,Entity_611,JP,EUR,Sep,3,ENT0055,True
ENT0612,Entity_612,DE,USD,Sep,3,ENT0929,True
ENT0613,Entity_613,FR,GBP,Dec,3,ENT0740,False
ENT0614,Entity_614,GB,EUR,Jun,1,,False
ENT0615,Entity_615,FR,USD,Dec,4,ENT0523,True
ENT0616,Entity_616,FR,USD,Jun,2,,True
ENT0617,Entity_617,GB,EUR,Sep,1,ENT0737,True
ENT0618,Entity_618,GB,EUR,Dec,2,ENT0203,False
ENT0619,Entity_619,US,USD,Jun,2,ENT0827,False
ENT0620,Entity_620,US,JPY,Sep,1,ENT0954,True
ENT0621,Entity_621,DE,GBP,Sep,4,,True
ENT0622,Entity_622,DE,USD,Mar,1,ENT0650,True
ENT0623,Entity_623,US,JPY,Dec,2,,True
ENT0624,Entity_624,DE,USD,Sep,2,ENT0381,True
ENT0625,Entity_625,FR,EUR,Sep,4,ENT0433,True
ENT0626,Entity_626,GB,JPY,Jun,3,ENT0626,True
ENT0627,Entity_627,GB,EUR,Sep,4,,True
ENT0628,Entity_628,GB,EUR,Dec,1,ENT0886,True
ENT0629,Entity_629,DE,GBP,Jun,4,,True
ENT0630,Entity_630,GB,USD,Dec,4,ENT0233,True
ENT0631,Entity_631,FR,EUR,Sep,2,ENT0623,True
ENT0632,Entity_632,GB,USD,Jun,3,ENT0381,False
ENT0633,Entity_633,DE,JPY,Sep,1,ENT0412,True
ENT0634,Entity_634,GB,JPY,Jun,4,ENT0321,True
ENT0635,Entity_635,US,EUR,Dec,4,ENT0635,True
ENT0636,Entity_636,FR,EUR,Dec,2,ENT0661,True
ENT0637,Entity_637,GB,USD,Mar,3,ENT0007,True
ENT0638,Entity_638,GB,EUR,Jun,2,ENT0458,True
ENT0639,Entity_639,FR,USD,Dec,1,ENT0639,True
ENT0640,Entity_640,JP,GBP,Sep,3,,True
ENT0641,Entity_641,FR,EUR,Dec,3,ENT0641,True
ENT0642,Entity_642,JP,USD,Mar,4,ENT0642,True
ENT0643,Entity_643,JP,EUR,Dec,4,ENT0652,True
ENT0644,Entity_644,DE,JPY,Mar,2,ENT0557,True
ENT0645,Entity_645,FR,USD,Mar,4,,True
ENT0646,Entity_646,GB,GBP,Dec,3,ENT0646,True
ENT0647,Entity_647,DE,GBP,Jun,3,,True
ENT0648,Entity_648,DE,JPY,Sep,3,,True
ENT0649,Entity_649,JP,JPY,Sep,4,,True
ENT0650,Entity_650,JP,JPY,Mar,3,,False
ENT0651,Entity_651,DE,USD,Sep,1,,False
ENT0652,Entity_652,FR,USD,Sep,1,ENT0458,False
ENT0653,Entity_653,GB,USD,Sep,2,ENT0538,True
ENT0654,Entity_654,JP,EUR,Mar,3,,True
ENT0655,Entity_655,DE,USD,Sep,3,,True
ENT0656,Entity_656,DE,JPY,Jun,2,ENT0001,True
ENT0657,Entity_657,FR,GBP,Dec,3,ENT0470,True
ENT0658,Entity_658,FR,JPY,Mar,4,,True
ENT0659,Entity_659,US,JPY,Jun,2,,True
ENT0660,Entity_660,GB,GBP,Dec,2,ENT0549,True
ENT0661,Entity_661,US,EUR,Mar,3,,True
ENT0662,Entity_662,FR,EUR,Sep,2,,True
ENT0663,Entity_663,US,USD,Dec,4,,True
ENT0664,Entity_664,GB,EUR,Mar,4,ENT0570,True
ENT0665,Entity_665,DE,EUR,Dec,3,ENT0618,True
ENT0666,Entity_666,FR,GBP,Jun,2,ENT0734,True
ENT0667,Entity_667,DE,EUR,Dec,3,ENT0089,True
ENT0668,Entity_668,JP,EUR,Sep,1,,True
ENT0669,Entity_669,JP,EUR,Dec,2,ENT0563,True
ENT0670,Entity_670,US,EUR,Sep,1,ENT0421,True
ENT0671,Entity_671,JP,EUR,Sep,1,ENT0308,True
ENT0672,Entity_672,FR,EUR,Sep,1,ENT0672,True
ENT0673,Entity_673,FR,GBP,Sep,3,ENT0667,True
ENT0674,Entity_674,US,EUR,Dec,1,ENT0649,False
ENT0675,Entity_675,FR,GBP,Sep,3,,True
ENT0676,Entity_676,FR,JPY,Jun,2,ENT0394,True
ENT0677,Entity_677,DE,USD,Sep,2,ENT0568,True
ENT0678,Entity_678,US,EUR,Sep,4,,True
ENT0679,Entity_679,DE,JPY,Jun,3,ENT0153,True
ENT0680,Entity_680,JP,EUR,Mar,3,ENT0674,True
ENT0681,Entity_681,FR,JPY,Dec,3,,True
ENT0682,Entity_682,US,USD,Dec,1,,True
ENT0683,Entity_683,JP,USD,Mar,1,ENT0878,True
ENT0684,Entity_684,JP,EUR,Sep,3,ENT0035,True
ENT0685,Entity_685,US,EUR,Jun,4,ENT0555,True
ENT0686,Entity_686,JP,EUR,Mar,1,,True
ENT0687,Entity_687,DE,EUR,Dec,1,ENT0008,False
ENT0688,Entity_688,DE,JPY,Jun,4,,True
ENT0689,Entity_689,DE,JPY,Jun,4,ENT0256,True
ENT0690,Entity_690,FR,USD,Sep,1,ENT0685,True
ENT0691,Entity_691,JP,EUR,Jun,2,ENT0343,True
ENT0692,Entity_692,FR,JPY,Jun,3,ENT0698,True
ENT0693,Entity_693,JP,USD,Sep,1,,True
ENT0694,Entity_694,JP,GBP,Mar,2,ENT0719,True
ENT0695,Entity_695,US,EUR,Sep,2,ENT0882,True
ENT0696,Entity_696,GB,EUR,Mar,3,ENT0738,True
ENT0697,Entity_697,FR,GBP,Dec,2,,True
ENT0698,Entity_698,DE,USD,Mar,2,ENT0698,True
ENT0699,Entity_699,US,GBP,Dec,2,,True
ENT0700,Entity_700,US,EUR,Dec,4,ENT0322,True
ENT0701,Entity_701,DE,GBP,Sep,1,,True
ENT0702,Entity_702,FR,USD,Sep,1,ENT0991,True
ENT0703,Entity_703,US,EUR,Dec,1,,True
ENT0704,Entity_704,US,USD,Sep,4,ENT0169,True
ENT0705,Entity_705,US,JPY,Dec,4,ENT0539,False
ENT0706,Entity_706,DE,JPY,Mar,3,ENT0799,True
ENT0707,Entity_707,US,EUR,Jun,1,ENT0931,True
ENT0708,Entity_708,DE,JPY,Mar,4,ENT0154,True
ENT0709,Entity_709,DE,GBP,Jun,2,,True
ENT0710,Entity_710,DE,GBP,Sep,4,ENT0796,True
ENT0711,Entity_711,FR,GBP,Dec,2,ENT0518,True
ENT0712,Entity_712,DE,EUR,Dec,4,,False
ENT0713,Entity_713,FR,JPY,Sep,4,,True
ENT0714,Entity_714,FR,EUR,Jun,1,,True
ENT0715,Entity_715,JP,EUR,Jun,3,ENT0147,True
ENT0716,Entity_716,FR,JPY,Mar,2,ENT0798,True
ENT0717,Entity_717,DE,JPY,Mar,2,,True
ENT0718,Entity_718,DE,GBP,Jun,2,ENT0114,True
ENT0719,Entity_719,GB,EUR,Jun,3,ENT0258,False
ENT0720,Entity_720,DE,EUR,Dec,2,ENT0838,True
ENT0721,Entity_721,US,USD,Jun,3,ENT0284,True
ENT0722,Entity_722,JP,EUR,Jun,3,,False
ENT0723,Entity_723,JP,EUR,Dec,4,ENT0200,True
ENT0724,Entity_724,US,EUR,Mar,4,,True
ENT0725,Entity_725,FR,EUR,Sep,1,ENT0651,True
ENT0726,Entity_726,US,EUR,Jun,4,ENT0401,True
ENT0727,Entity_727,FR,JPY,Dec,1,ENT0820,True
ENT0728,Entity_728,US,EUR,Dec,3,ENT0218,True
ENT0729,Entity_729,DE,EUR,Jun,2,ENT0717,True
ENT0730,Entity_730,FR,USD,Mar,3,ENT0830,True
ENT0731,Entity_731,FR,EUR,Sep,3,,True
ENT0732,Entity_732,DE,JPY,Jun,4,ENT0279,True
ENT0733,Entity_733,JP,USD,Sep,2,,True
ENT0734,Entity_734,FR,JPY,Dec,4,,True
ENT0735,Entity_735,GB,JPY,Mar,2,,True
ENT0736,Entity_736,FR,EUR,Dec,1,ENT0932,True
ENT0737,Entity_737,FR,EUR,Jun,2,ENT0161,True
ENT0738,Entity_738,GB,USD,Dec,3,ENT0929,True
ENT0739,Entity_739,FR,USD,Mar,3,ENT0822,True
ENT0740,Entity_740,JP,GBP,Mar,4,ENT0868,True
ENT0741,Entity_741,JP,EUR,Dec,1,ENT0564,True
ENT0742,Entity_742,FR,EUR,Dec,2,ENT0133,True
ENT0743,Entity_743,FR,EUR,Jun,4,ENT0211,True
ENT0744,Entity_744,GB,USD,Sep,2,,True
ENT0745,Entity_745,FR,GBP,Dec,1,ENT0641,True
ENT0746,Entity_746,GB,JPY,Mar,4,,True
ENT0747,Entity_747,DE,JPY,Dec,2,ENT0595,False
ENT0748,Entity_748,GB,GBP,Sep,4,,True
ENT0749,Entity_749,GB,JPY,Mar,4,ENT0658,True
ENT0750,Entity_750,US,EUR,Sep,4,,True
ENT0751,Entity_751,JP,USD,Dec,3,,True
ENT0752,Entity_752,US,EUR,Dec,4,ENT0590,True
ENT0753,Entity_753,US,EUR,Jun,4,,True
ENT0754,Entity_754,JP,GBP,Jun,2,ENT0489,True
ENT0755,Entity_755,DE,EUR,Sep,1,ENT0763,True
ENT0756,Entity_756,DE,JPY,Sep,2,,True
ENT0757,Entity_757,FR,GBP,Sep,3,ENT0770,True
ENT0758,Entity_758,GB,EUR,Jun,3,,True
ENT0759,Entity_759,US,EUR,Mar,1,ENT0949,True
ENT0760,Entity_760,FR,EUR,Mar,3,,True
ENT0761,Entity_761,US,GBP,Dec,1,ENT0351,True
ENT0762,Entity_762,DE,EUR,Mar,3,ENT0743,True
ENT0763,Entity_763,JP,USD,Mar,3,ENT0176,True
ENT0764,Entity_764,JP,EUR,Dec,3,,True
ENT0765,Entity_765,GB,EUR,Dec,2,,True
ENT0766,Entity_766,FR,JPY,Jun,2,ENT0315,True
ENT0767,Entity_767,FR,EUR,Mar,3,ENT0641,True
ENT0768,Entity_768,DE,EUR,Sep,3,ENT0378,True
ENT0769,Entity_769,US,USD,Mar,4,,True
ENT0770,Entity_770,GB,USD,Sep,2,,True
ENT0771,Entity_771,FR,GBP,Jun,2,,True
ENT0772,Entity_772,JP,GBP,Dec,2,ENT0129,True
ENT0773,Entity_773,US,GBP,Dec,3,ENT0707,True
ENT0774,Entity_774,FR,GBP,Jun,1,,True
ENT0775,Entity_775,JP,EUR,Jun,2,,True
ENT0776,Entity_776,JP,USD,Mar,1,ENT0898,True
ENT0777,Entity_777,DE,GBP,Jun,3,ENT0380,True
ENT0778,Entity_778,US,USD,Sep,4,ENT0445,True
ENT0779,Entity_779,GB,GBP,Mar,4,ENT0448,True
ENT0780,Entity_780,JP,EUR,Dec,2,ENT0176,True
ENT0781,Entity_781,JP,USD,Mar,1,ENT0461,True
ENT0782,Entity_782,FR,GBP,Sep,1,ENT0790,False
ENT0783,Entity_783,US,USD,Sep,1,ENT0249,True
ENT0784,Entity_784,US,JPY,Sep,4,,True
ENT0785,Entity_785,DE,EUR,Sep,4,ENT0026,True
ENT0786,Entity_786,DE,GBP,Dec,3,ENT0783,False
ENT0787,Entity_787,US,EUR,Mar,1,ENT0787,True
ENT0788,Entity_788,FR,USD,Dec,1,,True
ENT0789,Entity_789,DE,JPY,Dec,4,,True
ENT0790,Entity_790,US,EUR,Sep,2,,True
ENT0791,Entity_791,US,EUR,Sep,1,ENT0791,True
ENT0792,Entity_792,DE,JPY,Dec,1,ENT0139,True
ENT0793,Entity_793,FR,GBP,Jun,2,ENT0245,True
ENT0794,Entity_794,JP,GBP,Jun,3,ENT0072,True
ENT0795,Entity_795,DE,EUR,Dec,4,ENT0447,True
ENT0796,Entity_796,GB,GBP,Sep,2,,True
ENT0797,Entity_797,JP,JPY,Sep,3,ENT0066,True
ENT0798,Entity_798,DE,USD,Jun,1,,True
ENT0799,Entity_799,GB,EUR,Jun,1,ENT0449,True
ENT0800,Entity_800,DE,EUR,Mar,1,ENT0540,True
ENT0801,Entity_801,US,USD,Sep,4,ENT0724,True
ENT0802,Entity_802,GB,EUR,Mar,3,ENT0658,True
ENT0803,Entity_803,DE,EUR,Sep,4,ENT0338,True
ENT0804,Entity_804,JP,GBP,Dec,1,ENT0774,True
ENT0805,Entity_805,FR,USD,Dec,1,,True
ENT0806,Entity_806,FR,USD,Sep,4,,True
ENT0807,Entity_807,DE,USD,Mar,1,ENT0268,True
ENT0808,Entity_808,US,EUR,Mar,1,ENT0820,True
ENT0809,Entity_809,GB,USD,Sep,3,ENT0761,True
ENT0810,Entity_810,JP,JPY,Dec,3,,True
ENT0811,Entity_811,US,GBP,Jun,1,ENT0746,True
ENT0812,Entity_812,JP,EUR,Mar,2,ENT0547,True
ENT0813,Entity_813,FR,EUR,Dec,3,ENT0170,True
ENT0814,Entity_814,GB,EUR,Sep,2,ENT0917,True
ENT0815,Entity_815,FR,GBP,Dec,2,ENT0130,True
ENT0816,Entity_816,JP,USD,Dec,1,,True
ENT0817,Entity_817,US,GBP,Jun,2,,True
ENT0818,Entity_818,US,GBP,Sep,4,ENT0466,True
ENT0819,Entity_819,FR,USD,Dec,3,,True
ENT0820,Entity_820,JP,USD,Jun,4,,True
ENT0821,Entity_821,US,GBP,Jun,1,ENT0222,True
ENT0822,Entity_822,FR,EUR,Sep,1,ENT0822,True
ENT0823,Entity_823,US,GBP,Dec,3,ENT0291,True
ENT0824,Entity_824,FR,JPY,Sep,1,ENT0641,True
ENT0825,Entity_825,FR,EUR,Jun,3,ENT0711,True
ENT0826,Entity_826,US,JPY,Sep,4,,True
ENT0827,Entity_827,FR,USD,Mar,2,ENT0647,True
ENT0828,Entity_828,JP,JPY,Sep,3,ENT0682,True
ENT0829,Entity_829,JP,EUR,Jun,3,ENT0256,True
ENT0830,Entity_830,US,EUR,Dec,1,ENT0005,True
ENT0831,Entity_831,GB,GBP,Sep,4,ENT0452,True
ENT0832,Entity_832,GB,USD,Sep,1,,False
ENT0833,Entity_833,DE,EUR,Mar,4,ENT0812,True
ENT0834,Entity_834,US,USD,Jun,3,,False
ENT0835,Entity_835,JP,EUR,Mar,1,ENT0835,True
ENT0836,Entity_836,FR,USD,Jun,3,ENT0271,True
ENT0837,Entity_837,JP,JPY,Sep,1,ENT0791,True
ENT0838,Entity_838,US,GBP,Sep,3,,True
ENT0839,Entity_839,US,GBP,Dec,4,,False
ENT0840,Entity_840,JP,EUR,Sep,4,ENT0455,True
ENT0841,Entity_841,GB,EUR,Mar,4,,True
ENT0842,Entity_842,FR,USD,Jun,2,ENT0734,True
ENT0843,Entity_843,JP,JPY,Sep,3,ENT0944,True
ENT0844,Entity_844,US,JPY,Mar,2,ENT0540,True
ENT0845,Entity_845,US,EUR,Mar,4,,True
ENT0846,Entity_846,US,EUR,Mar,2,ENT0099,True
ENT0847,Entity_847,US,EUR,Sep,4,ENT0572,True
ENT0848,Entity_848,US,EUR,Mar,2,,True
ENT0849,Entity_849,JP,EUR,Mar,3,ENT0844,True
ENT0850,Entity_850,FR,GBP,Mar,1,ENT0017,True
ENT0851,Entity_851,JP,USD,Dec,3,,True
ENT0852,Entity_852,JP,GBP,Mar,1,ENT0304,True
ENT0853,Entity_853,JP,EUR,Dec,1,,True
ENT0854,Entity_854,GB,USD,Dec,2,ENT0406,True
ENT0855,Entity_855,GB,USD,Jun,2,ENT0640,True
ENT0856,Entity_856,JP,JPY,Dec,3,ENT0148,True
ENT0857,Entity_857,GB,GBP,Jun,2,,True
ENT0858,Entity_858,US,EUR,Sep,1,,True
ENT0859,Entity_859,FR,EUR,Jun,2,ENT0859,True
ENT0860,Entity_860,JP,EUR,Mar,2,ENT0808,True
ENT0861,Entity_861,JP,EUR,Dec,3,,True
ENT0862,Entity_862,JP,USD,Sep,3,ENT0124,True
ENT0863,Entity_863,US,JPY,Sep,1,,True
ENT0864,Entity_864,FR,GBP,Jun,3,,True
ENT0865,Entity_865,JP,JPY,Dec,3,ENT0466,True
ENT0866,Entity_866,FR,EUR,Dec,4,ENT0313,True
ENT0867,Entity_867,JP,USD,Mar,3,ENT0944,True
ENT0868,Entity_868,JP,EUR,Dec,4,ENT0868,True
ENT0869,Entity_869,DE,USD,Sep,1,ENT0065,True
ENT0870,Entity_870,US,EUR,Dec,3,,True
ENT0871,Entity_871,DE,USD,Mar,1,,True
ENT0872,Entity_872,GB,GBP,Sep,1,ENT0872,True
ENT0873,Entity_873,US,EUR,Sep,4,ENT0691,True
ENT0874,Entity_874,US,EUR,Dec,2,ENT0659,True
ENT0875,Entity_875,FR,EUR,Mar,3,ENT0672,True
ENT0876,Entity_876,DE,USD,Jun,3,ENT0478,True
ENT0877,Entity_877,DE,GBP,Jun,3,,True
ENT0878,Entity_878,FR,JPY,Sep,1,ENT0679,True
ENT0879,Entity_879,DE,EUR,Sep,1,ENT0698,True
ENT0880,Entity_880,FR,USD,Sep,1,ENT0005,False
ENT0881,Entity_881,US,GBP,Dec,4,ENT0760,True
ENT0882,Entity_882,JP,GBP,Dec,1,ENT0882,True
ENT0883,Entity_883,DE,USD,Jun,3,,True
ENT0884,Entity_884,US,JPY,Dec,2,ENT0884,True
ENT0885,Entity_885,JP,EUR,Mar,1,,True
ENT0886,Entity_886,FR,USD,Dec,2,ENT0147,True
ENT0887,Entity_887,US,EUR,Sep,1,,True
ENT0888,Entity_888,US,EUR,Dec,1,,True
ENT0889,Entity_889,US,USD,Dec,1,ENT0889,True
ENT0890,Entity_890,GB,USD,Dec,4,,True
ENT0891,Entity_891,US,USD,Dec,3,ENT0865,True
ENT0892,Entity_892,FR,GBP,Jun,4,ENT0217,False
ENT0893,Entity_893,DE,JPY,Mar,2,ENT0648,True
ENT0894,Entity_894,JP,EUR,Sep,1,ENT0579,True
ENT0895,Entity_895,FR,USD,Mar,3,,True
ENT0896,Entity_896,FR,GBP,Jun,4,ENT0095,True
ENT0897,Entity_897,DE,EUR,Jun,3,ENT0310,True
