mapping_id,source_account,target_account,source_type,target_type,confidence,mapping_method,is_validated
367,SRC_Account_367,TGT_Account_367,Equity,Liability,0.705,semantic,True
368,SRC_Account_368,TGT_Account_368,Liability,Asset,0.767,semantic,True
369,SRC_Account_369,TGT_Account_369,Asset,Asset,0.747,exact,True
370,SRC_Account_370,TGT_Account_370,Revenue,Liability,0.809,semantic,False
371,SRC_Account_371,TGT_Account_371,Liability,Asset,0.785,exact,False
372,SRC_Account_372,TGT_Account_372,Revenue,Equity,0.731,exact,True
373,SRC_Account_373,TGT_Account_373,Equity,Asset,0.722,semantic,False
374,SRC_Account_374,TGT_Account_374,Liability,Liability,0.7,exact,False
375,SRC_Account_375,TGT_Account_375,Expense,Liability,0.746,semantic,True
376,SRC_Account_376,TGT_Account_376,Asset,Expense,0.66,exact,True
377,SRC_Account_377,TGT_Account_377,Revenue,Expense,0.949,rule_based,True
378,SRC_Account_378,TGT_Account_378,Revenue,Asset,0.841,exact,False
379,SRC_Account_379,TGT_Account_379,Liability,Asset,,rule_based,True
380,SRC_Account_380,TGT_Account_380,Liability,Revenue,0.878,exact,True
381,SRC_Account_381,TGT_Account_381,Asset,Expense,0.939,semantic,False
382,SRC_Account_382,TGT_Account_382,Expense,Equity,0.695,exact,False
383,SRC_Account_383,TGT_Account_383,Expense,Expense,0.66,exact,True
384,SRC_Account_384,TGT_Account_384,Liability,Liability,0.603,semantic,False
385,SRC_Account_385,TGT_Account_385,Asset,Expense,0.619,rule_based,True
386,SRC_Account_386,TGT_Account_386,Asset,Expense,0.905,manual,False
387,SRC_Account_387,TGT_Account_387,Asset,Expense,0.995,exact,True
388,SRC_Account_388,TGT_Account_388,Expense,Expense,0.618,exact,True
389,SRC_Account_389,TGT_Account_389,Expense,Expense,0.899,rule_based,False
390,SRC_Account_390,TGT_Account_390,Asset,Expense,0.629,semantic,True
391,SRC_Account_391,TGT_Account_391,Revenue,Equity,0.837,exact,True
392,SRC_Account_392,TGT_Account_392,Asset,Equity,0.902,rule_based,True
393,SRC_Account_393,TGT_Account_393,Liability,Revenue,0.744,semantic,True
394,SRC_Account_394,TGT_Account_394,Equity,Liability,0.604,semantic,True
395,SRC_Account_395,TGT_Account_395,Revenue,Equity,0.838,exact,True
396,SRC_Account_396,TGT_Account_396,Expense,Revenue,0.996,semantic,False
397,SRC_Account_397,TGT_Account_397,Asset,Expense,0.703,exact,False
398,SRC_Account_398,TGT_Account_398,Asset,Liability,0.676,rule_based,True
399,SRC_Account_399,TGT_Account_399,Liability,Liability,0.65,exact,True
400,SRC_Account_400,TGT_Account_400,Liability,Revenue,0.822,rule_based,False
401,SRC_Account_401,TGT_Account_401,Expense,Asset,0.839,rule_based,True
402,SRC_Account_402,TGT_Account_402,Revenue,Equity,0.917,rule_based,True
403,SRC_Account_403,TGT_Account_403,Liability,Revenue,0.901,exact,True
404,SRC_Account_404,TGT_Account_404,Expense,Equity,0.957,exact,True
405,SRC_Account_405,TGT_Account_405,Equity,Liability,0.922,semantic,True
406,SRC_Account_406,TGT_Account_406,Equity,Expense,0.699,semantic,False
407,SRC_Account_407,TGT_Account_407,Equity,Liability,0.822,manual,False
408,SRC_Account_408,TGT_Account_408,Asset,Revenue,0.719,exact,True
409,SRC_Account_409,TGT_Account_409,Expense,Equity,0.732,rule_based,True
410,SRC_Account_410,TGT_Account_410,Asset,Asset,0.973,exact,True
411,SRC_Account_411,TGT_Account_411,Asset,Equity,,exact,True
412,SRC_Account_412,TGT_Account_412,Liability,Asset,0.99,exact,False
413,SRC_Account_413,TGT_Account_413,Liability,Expense,0.767,rule_based,True
414,SRC_Account_414,TGT_Account_414,Asset,Revenue,0.815,exact,False
415,SRC_Account_415,TGT_Account_415,Asset,Liability,0.795,exact,True
416,SRC_Account_416,TGT_Account_416,Revenue,Equity,0.643,rule_based,True
417,SRC_Account_417,TGT_Account_417,Expense,Equity,0.695,semantic,True
418,SRC_Account_418,TGT_Account_418,Asset,Revenue,0.811,exact,True
419,SRC_Account_419,TGT_Account_419,Liability,Liability,0.627,exact,False
420,SRC_Account_420,TGT_Account_420,Equity,Asset,0.973,semantic,True
421,SRC_Account_421,TGT_Account_421,Expense,Liability,0.65,exact,True
422,SRC_Account_422,TGT_Account_422,Revenue,Revenue,0.679,exact,True
423,SRC_Account_423,TGT_Account_423,Revenue,Asset,0.906,semantic,True
424,SRC_Account_424,TGT_Account_424,Equity,Expense,0.639,exact,False
425,SRC_Account_425,TGT_Account_425,Equity,Liability,0.96,semantic,True
426,SRC_Account_426,TGT_Account_426,Asset,Expense,0.89,exact,True
427,SRC_Account_427,TGT_Account_427,Expense,Asset,0.627,exact,True
428,SRC_Account_428,TGT_Account_428,Expense,Liability,0.877,exact,True
429,SRC_Account_429,TGT_Account_429,Asset,Equity,0.853,exact,True
430,SRC_Account_430,TGT_Account_430,Revenue,Liability,0.903,exact,True
431,SRC_Account_431,TGT_Account_431,Asset,Asset,0.931,exact,True
432,SRC_Account_432,TGT_Account_432,Revenue,Expense,0.887,manual,True
433,SRC_Account_433,TGT_Account_433,Expense,Asset,,rule_based,True
434,SRC_Account_434,TGT_Account_434,Asset,Liability,0.729,exact,False
435,SRC_Account_435,TGT_Account_435,Equity,Equity,0.879,semantic,True
436,SRC_Account_436,TGT_Account_436,Asset,Expense,0.983,semantic,True
437,SRC_Account_437,TGT_Account_437,Equity,Revenue,0.835,rule_based,True
438,SRC_Account_438,TGT_Account_438,Expense,Revenue,0.866,exact,True
439,SRC_Account_439,TGT_Account_439,Asset,Expense,0.775,exact,False
440,SRC_Account_440,TGT_Account_440,Liability,Asset,0.902,exact,True
441,SRC_Account_441,TGT_Account_441,Expense,Revenue,0.999,exact,True
442,SRC_Account_442,TGT_Account_442,Liability,Asset,0.664,exact,False
443,SRC_Account_443,TGT_Account_443,Asset,Asset,0.681,rule_based,False
444,SRC_Account_444,TGT_Account_444,Equity,Liability,0.816,manual,False
445,SRC_Account_445,TGT_Account_445,Equity,Equity,0.793,exact,True
446,SRC_Account_446,TGT_Account_446,Revenue,Expense,,semantic,True
447,SRC_Account_447,TGT_Account_447,Liability,Revenue,0.62,exact,True
448,SRC_Account_448,TGT_Account_448,Expense,Revenue,0.762,semantic,True
449,SRC_Account_449,TGT_Account_449,Equity,Revenue,0.833,semantic,True
450,SRC_Account_450,TGT_Account_450,Liability,Asset,0.834,exact,False
451,SRC_Account_451,TGT_Account_451,Expense,Asset,0.863,rule_based,True
452,SRC_Account_452,TGT_Account_452,Expense,Expense,0.888,manual,True
453,SRC_Account_453,TGT_Account_453,Equity,Asset,,semantic,True
454,SRC_Account_454,TGT_Account_454,Asset,Equity,0.916,semantic,True
455,SRC_Account_455,TGT_Account_455,Equity,Expense,0.85,semantic,True
456,SRC_Account_456,TGT_Account_456,Equity,Equity,0.815,exact,False
457,SRC_Account_457,TGT_Account_457,Asset,Expense,0.842,exact,True
458,SRC_Account_458,TGT_Account_458,Revenue,Expense,0.64,semantic,False
459,SRC_Account_459,TGT_Account_459,Expense,Equity,0.709,exact,True
460,SRC_Account_460,TGT_Account_460,Asset,Liability,0.811,rule_based,False
461,SRC_Account_461,TGT_Account_461,Revenue,Equity,0.949,semantic,True
462,SRC_Account_462,TGT_Account_462,Asset,Liability,0.872,semantic,False
463,SRC_Account_463,TGT_Account_463,Revenue,Equity,0.636,exact,False
464,SRC_Account_464,TGT_Account_464,Equity,Equity,0.837,manual,True
465,SRC_Account_465,TGT_Account_465,Asset,Equity,0.689,exact,True
466,SRC_Account_466,TGT_Account_466,Expense,Asset,0.894,exact,False
467,SRC_Account_467,TGT_Account_467,Asset,Liability,0.931,exact,True
468,SRC_Account_468,TGT_Account_468,Equity,Revenue,0.837,semantic,False
469,SRC_Account_469,TGT_Account_469,Asset,Asset,0.837,manual,False
470,SRC_Account_470,TGT_Account_470,Expense,Liability,0.735,exact,False
471,SRC_Account_471,TGT_Account_471,Revenue,Expense,0.779,manual,True
472,SRC_Account_472,TGT_Account_472,Expense,Asset,0.946,exact,True
473,SRC_Account_473,TGT_Account_473,Equity,Equity,0.889,semantic,False
474,SRC_Account_474,TGT_Account_474,Equity,Liability,0.808,exact,True
475,SRC_Account_475,TGT_Account_475,Revenue,Asset,0.747,semantic,True
476,SRC_Account_476,TGT_Account_476,Revenue,Equity,0.62,semantic,True
477,SRC_Account_477,TGT_Account_477,Expense,Equity,0.657,semantic,False
478,SRC_Account_478,TGT_Account_478,Asset,Asset,0.677,exact,True
479,SRC_Account_479,TGT_Account_479,Revenue,Asset,0.749,rule_based,True
480,SRC_Account_480,TGT_Account_480,Asset,Asset,0.978,manual,True
481,SRC_Account_481,TGT_Account_481,Liability,Revenue,0.802,semantic,False
482,SRC_Account_482,TGT_Account_482,Expense,Expense,0.694,semantic,True
483,SRC_Account_483,TGT_Account_483,Liability,Asset,0.642,rule_based,False
484,SRC_Account_484,TGT_Account_484,Revenue,Asset,0.735,exact,False
485,SRC_Account_485,TGT_Account_485,Equity,Liability,0.926,rule_based,False
486,SRC_Account_486,TGT_Account_486,Liability,Liability,0.753,exact,False
487,SRC_Account_487,TGT_Account_487,Liability,Liability,0.909,rule_based,True
488,SRC_Account_488,TGT_Account_488,Equity,Asset,0.921,exact,True
489,SRC_Account_489,TGT_Account_489,Revenue,Equity,0.644,exact,True
490,SRC_Account_490,TGT_Account_490,Revenue,Liability,0.843,semantic,False
491,SRC_Account_491,TGT_Account_491,Expense,Liability,0.984,semantic,True
492,SRC_Account_492,TGT_Account_492,Expense,Liability,0.761,rule_based,True
493,SRC_Account_493,TGT_Account_493,Revenue,Expense,0.62,manual,False
494,SRC_Account_494,TGT_Account_494,Revenue,Revenue,0.969,exact,True
495,SRC_Account_495,TGT_Account_495,Liability,Equity,0.953,exact,False
496,SRC_Account_496,TGT_Account_496,Equity,Liability,0.809,exact,True
497,SRC_Account_497,TGT_Account_497,Asset,Expense,0.821,semantic,True
498,SRC_Account_498,TGT_Account_498,Liability,Asset,0.685,semantic,True
499,SRC_Account_499,TGT_Account_499,Expense,Asset,0.928,rule_based,True
500,SRC_Account_500,TGT_Account_500,Equity,Expense,0.799,rule_based,True
501,SRC_Account_501,TGT_Account_501,Asset,Revenue,0.614,exact,False
502,SRC_Account_502,TGT_Account_502,Revenue,Asset,0.873,semantic,True
503,SRC_Account_503,TGT_Account_503,Expense,Revenue,0.98,semantic,True
504,SRC_Account_504,TGT_Account_504,Expense,Asset,0.932,semantic,False
505,SRC_Account_505,TGT_Account_505,Liability,Asset,0.711,exact,False
506,SRC_Account_506,TGT_Account_506,Equity,Asset,0.621,exact,True
507,SRC_Account_507,TGT_Account_507,Equity,Equity,0.976,semantic,False
508,SRC_Account_508,TGT_Account_508,Liability,Revenue,0.975,exact,True
509,SRC_Account_509,TGT_Account_509,Liability,Equity,0.813,rule_based,True
510,SRC_Account_510,TGT_Account_510,Liability,Asset,0.857,exact,True
511,SRC_Account_511,TGT_Account_511,Expense,Asset,0.785,semantic,False
512,SRC_Account_512,TGT_Account_512,Revenue,Expense,,semantic,True
513,SRC_Account_513,TGT_Account_513,Expense,Expense,0.648,rule_based,True
514,SRC_Account_514,TGT_Account_514,Expense,Revenue,0.639,exact,False
515,SRC_Account_515,TGT_Account_515,Expense,Liability,0.693,exact,True
516,SRC_Account_516,TGT_Account_516,Asset,Revenue,0.935,exact,True
517,SRC_Account_517,TGT_Account_517,Expense,Revenue,0.658,semantic,False
518,SRC_Account_518,TGT_Account_518,Asset,Equity,0.691,exact,True
519,SRC_Account_519,TGT_Account_519,Equity,Asset,0.819,rule_based,True
520,SRC_Account_520,TGT_Account_520,Equity,Expense,0.686,exact,True
521,SRC_Account_521,TGT_Account_521,Liability,Equity,0.665,exact,False
522,SRC_Account_522,TGT_Account_522,Asset,Asset,0.825,semantic,True
523,SRC_Account_523,TGT_Account_523,Asset,Liability,0.747,rule_based,True
524,SRC_Account_524,TGT_Account_524,Expense,Equity,0.85,rule_based,True
525,SRC_Account_525,TGT_Account_525,Liability,Asset,0.965,rule_based,True
526,SRC_Account_526,TGT_Account_526,Liability,Liability,0.66,semantic,False
527,SRC_Account_527,TGT_Account_527,Expense,Equity,0.965,rule_based,True
528,SRC_Account_528,TGT_Account_528,Asset,Expense,0.961,semantic,True
529,SRC_Account_529,TGT_Account_529,Expense,Asset,0.932,exact,True
530,SRC_Account_530,TGT_Account_530,Expense,Equity,0.853,semantic,True
531,SRC_Account_531,TGT_Account_531,Equity,Expense,0.848,rule_based,True
532,SRC_Account_532,TGT_Account_532,Asset,Expense,0.856,exact,False
533,SRC_Account_533,TGT_Account_533,Asset,Expense,0.876,semantic,False
534,SRC_Account_534,TGT_Account_534,Liability,Asset,0.607,semantic,True
535,SRC_Account_535,TGT_Account_535,Equity,Expense,0.983,semantic,True
536,SRC_Account_536,TGT_Account_536,Asset,Expense,0.834,exact,True
537,SRC_Account_537,TGT_Account_537,Equity,Liability,0.913,semantic,True
538,SRC_Account_538,TGT_Account_538,Asset,Equity,0.751,rule_based,True
539,SRC_Account_539,TGT_Account_539,Equity,Equity,0.605,exact,True
540,SRC_Account_540,TGT_Account_540,Asset,Equity,0.804,exact,False
541,SRC_Account_541,TGT_Account_541,Revenue,Liability,0.803,exact,False
542,SRC_Account_542,TGT_Account_542,Asset,Expense,0.775,exact,True
543,SRC_Account_543,TGT_Account_543,Asset,Expense,0.736,manual,False
544,SRC_Account_544,TGT_Account_544,Asset,Liability,0.7,semantic,True
545,SRC_Account_545,TGT_Account_545,Expense,Expense,0.811,exact,True
546,SRC_Account_546,TGT_Account_546,Asset,Liability,0.75,exact,False
547,SRC_Account_547,TGT_Account_547,Equity,Revenue,0.988,manual,True
548,SRC_Account_548,TGT_Account_548,Equity,Equity,0.669,exact,True
549,SRC_Account_549,TGT_Account_549,Equity,Equity,0.728,rule_based,False
550,SRC_Account_550,TGT_Account_550,Revenue,Asset,,exact,True
551,SRC_Account_551,TGT_Account_551,Expense,Revenue,0.817,exact,False
552,SRC_Account_552,TGT_Account_552,Liability,Liability,0.8,semantic,True
553,SRC_Account_553,TGT_Account_553,Expense,Liability,,exact,False
554,SRC_Account_554,TGT_Account_554,Liability,Expense,0.98,semantic,True
555,SRC_Account_555,TGT_Account_555,Expense,Expense,0.714,exact,True
556,SRC_Account_556,TGT_Account_556,Equity,Asset,0.877,rule_based,True
557,SRC_Account_557,TGT_Account_557,Revenue,Revenue,0.61,rule_based,False
558,SRC_Account_558,TGT_Account_558,Expense,Expense,0.705,rule_based,True
559,SRC_Account_559,TGT_Account_559,Revenue,Asset,0.785,exact,False
560,SRC_Account_560,TGT_Account_560,Expense,Equity,0.612,rule_based,True
561,SRC_Account_561,TGT_Account_561,Equity,Liability,0.847,manual,True
562,SRC_Account_562,TGT_Account_562,Asset,Liability,0.871,exact,True
563,SRC_Account_563,TGT_Account_563,Equity,Revenue,0.899,exact,True
564,SRC_Account_564,TGT_Account_564,Asset,Equity,0.807,rule_based,False
565,SRC_Account_565,TGT_Account_565,Expense,Liability,0.842,exact,True
566,SRC_Account_566,TGT_Account_566,Liability,Equity,0.758,semantic,True
567,SRC_Account_567,TGT_Account_567,Liability,Expense,0.617,rule_based,True
568,SRC_Account_568,TGT_Account_568,Liability,Revenue,0.64,exact,True
569,SRC_Account_569,TGT_Account_569,Revenue,Equity,0.862,semantic,True
570,SRC_Account_570,TGT_Account_570,Equity,Expense,0.998,semantic,False
571,SRC_Account_571,TGT_Account_571,Expense,Expense,0.606,exact,True
572,SRC_Account_572,TGT_Account_572,Equity,Expense,0.823,rule_based,True
573,SRC_Account_573,TGT_Account_573,Liability,Revenue,,exact,True
574,SRC_Account_574,TGT_Account_574,Asset,Liability,0.931,exact,True
575,SRC_Account_575,TGT_Account_575,Asset,Revenue,0.818,rule_based,True
576,SRC_Account_576,TGT_Account_576,Liability,Expense,0.848,exact,True
577,SRC_Account_577,TGT_Account_577,Expense,Liability,0.879,rule_based,True
578,SRC_Account_578,TGT_Account_578,Equity,Equity,0.944,exact,False
579,SRC_Account_579,TGT_Account_579,Expense,Expense,0.649,semantic,False
580,SRC_Account_580,TGT_Account_580,Asset,Expense,0.97,exact,False
581,SRC_Account_581,TGT_Account_581,Asset,Liability,0.61,semantic,False
582,SRC_Account_582,TGT_Account_582,Expense,Equity,,rule_based,True
583,SRC_Account_583,TGT_Account_583,Asset,Liability,0.631,rule_based,False
584,SRC_Account_584,TGT_Account_584,Asset,Revenue,0.678,manual,True
585,SRC_Account_585,TGT_Account_585,Equity,Liability,0.602,semantic,True
586,SRC_Account_586,TGT_Account_586,Expense,Revenue,0.778,rule_based,True
587,SRC_Account_587,TGT_Account_587,Revenue,Liability,0.734,semantic,True
588,SRC_Account_588,TGT_Account_588,Asset,Liability,0.666,manual,False
589,SRC_Account_589,TGT_Account_589,Expense,Expense,0.78,semantic,False
590,SRC_Account_590,TGT_Account_590,Expense,Liability,0.761,rule_based,True
591,SRC_Account_591,TGT_Account_591,Expense,Asset,0.907,exact,True
592,SRC_Account_592,TGT_Account_592,Expense,Liability,0.957,semantic,True
593,SRC_Account_593,TGT_Account_593,Liability,Asset,0.861,rule_based,True
594,SRC_Account_594,TGT_Account_594,Expense,Asset,0.65,exact,False
595,SRC_Account_595,TGT_Account_595,Liability,Liability,,exact,False
596,SRC_Account_596,TGT_Account_596,Expense,Asset,0.965,manual,True
597,SRC_Account_597,TGT_Account_597,Equity,Equity,0.635,semantic,True
598,SRC_Account_598,TGT_Account_598,Revenue,Liability,0.763,exact,True
599,SRC_Account_599,TGT_Account_599,Revenue,Expense,0.977,exact,True
600,SRC_Account_600,TGT_Account_600,Revenue,Liability,0.98,exact,True
601,SRC_Account_601,TGT_Account_601,Revenue,Expense,0.764,semantic,True
602,SRC_Account_602,TGT_Account_602,Revenue,Liability,0.867,manual,True
603,SRC_Account_603,TGT_Account_603,Revenue,Revenue,0.783,manual,True
604,SRC_Account_604,TGT_Account_604,Asset,Equity,0.901,semantic,True
605,SRC_Account_605,TGT_Account_605,Expense,Revenue,,semantic,False
606,SRC_Account_606,TGT_Account_606,Equity,Revenue,0.658,exact,True
607,SRC_Account_607,TGT_Account_607,Liability,Equity,0.846,rule_based,False
608,SRC_Account_608,TGT_Account_608,Equity,Liability,0.693,exact,True
609,SRC_Account_609,TGT_Account_609,Expense,Equity,0.866,exact,True
610,SRC_Account_610,TGT_Account_610,Expense,Expense,0.74,manual,True
611,SRC_Account_611,TGT_Account_611,Expense,Expense,0.955,rule_based,False
612,SRC_Account_612,TGT_Account_612,Equity,Expense,0.928,exact,True
613,SRC_Account_613,TGT_Account_613,Revenue,Asset,0.797,semantic,True
614,SRC_Account_614,TGT_Account_614,Liability,Equity,0.909,semantic,True
615,SRC_Account_615,TGT_Account_615,Revenue,Asset,0.708,exact,False
616,SRC_Account_616,TGT_Account_616,Revenue,Revenue,0.798,exact,True
617,SRC_Account_617,TGT_Account_617,Liability,Expense,0.679,exact,True
618,SRC_Account_618,TGT_Account_618,Liability,Asset,0.944,semantic,False
619,SRC_Account_619,TGT_Account_619,Asset,Revenue,0.929,semantic,True
620,SRC_Account_620,TGT_Account_620,Asset,Expense,0.961,semantic,True
621,SRC_Account_621,TGT_Account_621,Equity,Expense,0.951,exact,False
622,SRC_Account_622,TGT_Account_622,Equity,Liability,0.984,manual,True
623,SRC_Account_623,TGT_Account_623,Asset,Asset,0.691,semantic,True
624,SRC_Account_624,TGT_Account_624,Equity,Expense,0.973,rule_based,True
625,SRC_Account_625,TGT_Account_625,Revenue,Liability,0.828,exact,True
626,SRC_Account_626,TGT_Account_626,Liability,Equity,0.769,semantic,False
627,SRC_Account_627,TGT_Account_627,Liability,Expense,0.824,rule_based,True
628,SRC_Account_628,TGT_Account_628,Liability,Asset,0.737,exact,True
629,SRC_Account_629,TGT_Account_629,Equity,Revenue,0.715,exact,True
630,SRC_Account_630,TGT_Account_630,Liability,Asset,0.697,exact,True
631,SRC_Account_631,TGT_Account_631,Revenue,Expense,0.633,exact,True
632,SRC_Account_632,TGT_Account_632,Liability,Revenue,0.799,semantic,True
633,SRC_Account_633,TGT_Account_633,Equity,Expense,0.955,exact,False
634,SRC_Account_634,TGT_Account_634,Liability,Equity,0.852,exact,True
635,SRC_Account_635,TGT_Account_635,Asset,Asset,0.808,semantic,False
636,SRC_Account_636,TGT_Account_636,Revenue,Asset,0.771,exact,True
637,SRC_Account_637,TGT_Account_637,Liability,Liability,0.786,exact,True
638,SRC_Account_638,TGT_Account_638,Liability,Revenue,0.684,semantic,False
639,SRC_Account_639,TGT_Account_639,Revenue,Expense,0.929,exact,False
640,SRC_Account_640,TGT_Account_640,Expense,Expense,0.679,exact,True
641,SRC_Account_641,TGT_Account_641,Revenue,Expense,0.887,exact,True
642,SRC_Account_642,TGT_Account_642,Expense,Equity,0.904,exact,False
643,SRC_Account_643,TGT_Account_643,Expense,Liability,0.83,semantic,True
644,SRC_Account_644,TGT_Account_644,Equity,Liability,0.945,exact,True
645,SRC_Account_645,TGT_Account_645,Revenue,Equity,0.716,exact,True
646,SRC_Account_646,TGT_Account_646,Liability,Equity,0.953,manual,True
647,SRC_Account_647,TGT_Account_647,Equity,Equity,0.892,manual,True
648,SRC_Account_648,TGT_Account_648,Equity,Revenue,0.919,exact,True
649,SRC_Account_649,TGT_Account_649,Expense,Expense,0.866,exact,False
650,SRC_Account_650,TGT_Account_650,Expense,Liability,0.939,semantic,True
651,SRC_Account_651,TGT_Account_651,Equity,Expense,0.997,rule_based,True
652,SRC_Account_652,TGT_Account_652,Revenue,Expense,0.768,rule_based,False
653,SRC_Account_653,TGT_Account_653,Liability,Expense,0.926,exact,True
654,SRC_Account_654,TGT_Account_654,Expense,Liability,0.898,exact,True
655,SRC_Account_655,TGT_Account_655,Equity,Expense,0.781,semantic,True
656,SRC_Account_656,TGT_Account_656,Equity,Equity,0.971,rule_based,True
657,SRC_Account_657,TGT_Account_657,Revenue,Asset,0.758,rule_based,True
658,SRC_Account_658,TGT_Account_658,Revenue,Liability,0.826,exact,False
659,SRC_Account_659,TGT_Account_659,Asset,Revenue,0.642,semantic,False
660,SRC_Account_660,TGT_Account_660,Liability,Asset,0.69,exact,True
661,SRC_Account_661,TGT_Account_661,Asset,Equity,0.936,semantic,True
662,SRC_Account_662,TGT_Account_662,Revenue,Revenue,0.759,manual,False
663,SRC_Account_663,TGT_Account_663,Asset,Asset,0.758,semantic,True
664,SRC_Account_664,TGT_Account_664,Liability,Expense,0.698,exact,False
665,SRC_Account_665,TGT_Account_665,Equity,Liability,0.797,semantic,True
666,SRC_Account_666,TGT_Account_666,Revenue,Equity,0.922,semantic,False
667,SRC_Account_667,TGT_Account_667,Equity,Liability,0.958,rule_based,False
668,SRC_Account_668,TGT_Account_668,Expense,Expense,0.628,exact,True
669,SRC_Account_669,TGT_Account_669,Expense,Asset,0.83,rule_based,True
670,SRC_Account_670,TGT_Account_670,Asset,Expense,0.787,exact,False
671,SRC_Account_671,TGT_Account_671,Expense,Revenue,0.846,exact,True
672,SRC_Account_672,TGT_Account_672,Revenue,Expense,0.779,exact,True
673,SRC_Account_673,TGT_Account_673,Revenue,Expense,0.759,exact,True
674,SRC_Account_674,TGT_Account_674,Asset,Asset,0.789,exact,True
675,SRC_Account_675,TGT_Account_675,Revenue,Expense,0.833,semantic,True
676,SRC_Account_676,TGT_Account_676,Revenue,Equity,,exact,True
677,SRC_Account_677,TGT_Account_677,Equity,Expense,0.789,exact,True
678,SRC_Account_678,TGT_Account_678,Asset,Expense,0.927,exact,False
679,SRC_Account_679,TGT_Account_679,Equity,Asset,0.898,exact,True
680,SRC_Account_680,TGT_Account_680,Expense,Liability,0.737,rule_based,True
681,SRC_Account_681,TGT_Account_681,Revenue,Asset,0.92,manual,True
682,SRC_Account_682,TGT_Account_682,Asset,Asset,0.941,exact,False
683,SRC_Account_683,TGT_Account_683,Expense,Liability,0.661,rule_based,True
684,SRC_Account_684,TGT_Account_684,Expense,Asset,,rule_based,False
685,SRC_Account_685,TGT_Account_685,Asset,Equity,0.714,manual,True
686,SRC_Account_686,TGT_Account_686,Expense,Equity,0.896,exact,True
687,SRC_Account_687,TGT_Account_687,Equity,Liability,0.696,exact,False
688,SRC_Account_688,TGT_Account_688,Equity,Equity,0.869,semantic,False
689,SRC_Account_689,TGT_Account_689,Equity,Revenue,0.702,rule_based,True
690,SRC_Account_690,TGT_Account_690,Revenue,Expense,0.804,rule_based,True
691,SRC_Account_691,TGT_Account_691,Expense,Revenue,0.979,semantic,True
692,SRC_Account_692,TGT_Account_692,Revenue,Revenue,0.753,exact,True
693,SRC_Account_693,TGT_Account_693,Expense,Expense,0.95,rule_based,False
694,SRC_Account_694,TGT_Account_694,Expense,Equity,0.995,rule_based,False
695,SRC_Account_695,TGT_Account_695,Asset,Liability,0.95,exact,True
696,SRC_Account_696,TGT_Account_696,Liability,Equity,0.666,semantic,True
697,SRC_Account_697,TGT_Account_697,Revenue,Asset,0.928,semantic,True
698,SRC_Account_698,TGT_Account_698,Equity,Equity,0.613,semantic,True
699,SRC_Account_699,TGT_Account_699,Asset,Asset,0.757,semantic,False
700,SRC_Account_700,TGT_Account_700,Asset,Asset,0.948,rule_based,True
701,SRC_Account_701,TGT_Account_701,Equity,Expense,,manual,True
702,SRC_Account_702,TGT_Account_702,Revenue,Revenue,0.813,semantic,True
703,SRC_Account_703,TGT_Account_703,Asset,Liability,0.755,exact,False
704,SRC_Account_704,TGT_Account_704,Asset,Expense,0.925,exact,True
705,SRC_Account_705,TGT_Account_705,Asset,Asset,0.884,exact,True
706,SRC_Account_706,TGT_Account_706,Equity,Asset,0.787,exact,True
707,SRC_Account_707,TGT_Account_707,Asset,Revenue,0.957,exact,True
708,SRC_Account_708,TGT_Account_708,Equity,Liability,0.692,semantic,True
709,SRC_Account_709,TGT_Account_709,Equity,Asset,0.668,exact,True
710,SRC_Account_710,TGT_Account_710,Equity,Expense,0.857,exact,True
711,SRC_Account_711,TGT_Account_711,Revenue,Asset,0.989,rule_based,True
712,SRC_Account_712,TGT_Account_712,Equity,Asset,0.699,exact,False
713,SRC_Account_713,TGT_Account_713,Revenue,Expense,0.7,semantic,True
714,SRC_Account_714,TGT_Account_714,Revenue,Equity,0.656,manual,True
715,SRC_Account_715,TGT_Account_715,Expense,Equity,0.944,semantic,True
716,SRC_Account_716,TGT_Account_716,Revenue,Equity,0.691,exact,False
717,SRC_Account_717,TGT_Account_717,Equity,Revenue,0.801,exact,False
718,SRC_Account_718,TGT_Account_718,Equity,Revenue,0.996,semantic,False
719,SRC_Account_719,TGT_Account_719,Liability,Equity,0.605,semantic,True
720,SRC_Account_720,TGT_Account_720,Equity,Revenue,0.823,exact,True
721,SRC_Account_721,TGT_Account_721,Asset,Revenue,0.805,semantic,True
722,SRC_Account_722,TGT_Account_722,Expense,Revenue,0.923,semantic,True
723,SRC_Account_723,TGT_Account_723,Expense,Revenue,0.742,exact,True
724,SRC_Account_724,TGT_Account_724,Asset,Liability,0.764,semantic,True
725,SRC_Account_725,TGT_Account_725,Revenue,Revenue,0.667,exact,True
726,SRC_Account_726,TGT_Account_726,Asset,Revenue,,exact,True
727,SRC_Account_727,TGT_Account_727,Revenue,Asset,0.914,rule_based,True
728,SRC_Account_728,TGT_Account_728,Asset,Asset,0.655,exact,True
729,SRC_Account_729,TGT_Account_729,Equity,Equity,0.757,semantic,False
730,SRC_Account_730,TGT_Account_730,Revenue,Equity,0.957,semantic,True
731,SRC_Account_731,TGT_Account_731,Revenue,Asset,0.601,exact,False
732,SRC_Account_732,TGT_Account_732,Equity,Equity,0.72,manual,True
733,SRC_Account_733,TGT_Account_733,Expense,Liability,0.822,exact,False
734,SRC_Account_734,TGT_Account_734,Revenue,Liability,0.734,exact,False
