tb_id,account_id,period,debit,credit,net_balance,account_type,entity
706,ACC002825,2023-Q3,30620.08,98831.76,-68211.68,Liability,EntityB
707,ACC000040,2023-Q1,66255.36,33359.44,68467.72869544599,Revenue,EntityA
708,ACC002863,2023-Q4,134018.63,106316.04,27702.59,Revenue,EntityC
709,ACC002380,2023-Q2,87807.02,121195.45,-33388.43,Liability,EntityB
710,ACC002330,2023-Q4,146839.01,31468.91,115370.1,Revenue,EntityC
711,ACC003397,2023-Q2,173519.57,30944.78,142574.79,Asset,EntityA
712,ACC002614,2023-Q4,151674.46,171269.74,-19595.28,Liability,EntityA
713,ACC003639,2023-Q4,198449.44,62277.49,136171.95,Revenue,EntityA
714,ACC003820,2023-Q1,150872.21,126066.68,24805.53,Expense,EntityB
715,ACC004601,2023-Q3,170435.84,125354.62,45081.22,Asset,EntityA
716,ACC003997,2023-Q2,166473.27,167834.18,175131.1972878031,Revenue,EntityC
717,ACC002589,2023-Q2,146053.15,147978.93,-1925.78,Equity,EntityC
718,ACC002461,2023-Q2,160360.36,168115.29,-7754.93,Revenue,EntityC
719,ACC001179,2023-Q3,186936.65,125042.96,61893.69,Revenue,EntityA
720,ACC002998,2023-Q2,95041.48,89891.43,5150.05,Asset,EntityB
721,ACC000696,2023-Q3,127657.4,78713.3,48944.1,Revenue,EntityB
722,ACC004657,2023-Q3,102987.94,75805.95,27181.99,Liability,EntityB
723,ACC004226,2023-Q4,170207.4,83678.62,86528.78,Asset,EntityB
724,ACC000599,2023-Q4,86271.92,25861.85,60410.07,Equity,EntityC
725,ACC003930,2023-Q1,163945.35,84791.67,79153.68,Asset,EntityC
726,ACC000586,2023-Q4,,77888.98,81981.94,Revenue,EntityA
727,ACC003607,2023-Q1,192377.22,6914.33,185462.89,Equity,EntityA
728,ACC000439,2023-Q3,49784.14,55026.15,54121.41741564506,Equity,EntityA
729,ACC002441,2023-Q2,141923.9,150381.39,-8457.49,Asset,EntityB
730,ACC003290,2023-Q3,151383.9,115589.11,35794.79,Revenue,EntityB
731,ACC003645,2023-Q3,187255.7,161233.5,26022.2,Asset,EntityC
732,ACC002094,2023-Q4,181380.48,108537.61,72842.87,Liability,EntityA
733,ACC004609,2023-Q2,114705.17,170816.75,-56111.58,Liability,EntityA
734,ACC003872,2023-Q4,115830.64,159213.42,-43382.78,Revenue,EntityA
735,ACC001042,2023-Q2,33458.25,19656.91,13801.34,Equity,EntityA
736,ACC003357,2023-Q1,194992.54,195401.27,-408.73,Expense,EntityA
737,ACC003653,2023-Q2,51003.49,2949.49,48054.0,Expense,EntityA
738,ACC001669,2023-Q3,144947.24,119367.61,25579.63,Revenue,EntityC
739,ACC003692,2023-Q3,,158502.3,656.7,Asset,EntityC
740,ACC004492,2023-Q4,88243.1,66378.83,21864.27,Revenue,EntityC
741,ACC004086,2023-Q1,42238.74,119713.96,-77475.22,Liability,EntityB
742,ACC003813,2023-Q2,37792.08,72424.51,-34632.43,Expense,EntityB
743,ACC003173,2023-Q4,171299.2,12123.0,159176.2,Expense,EntityC
744,ACC001353,2023-Q2,102151.3,1692.3,100459.0,Asset,EntityA
745,ACC003977,2023-Q1,18027.4,18972.41,-945.01,Asset,EntityB
746,ACC001821,2023-Q4,143403.89,19681.92,123721.97,Revenue,EntityC
747,ACC002661,2023-Q2,50034.21,122177.96,-72143.75,Asset,EntityB
748,ACC001573,2023-Q4,175278.95,105173.05,70105.9,Expense,EntityA
749,ACC001566,2023-Q4,61914.36,91092.66,-29178.3,Equity,EntityB
750,ACC000789,2023-Q4,40054.17,138384.3,-98330.13,Equity,EntityC
751,ACC004807,2023-Q3,16971.69,3365.23,13606.46,Expense,EntityA
752,ACC000739,2023-Q4,102306.23,54196.7,48109.53,Liability,EntityB
753,ACC000432,2023-Q4,90147.52,155478.55,-65331.03,Equity,EntityA
754,ACC004681,2023-Q2,150262.43,181995.42,-31732.99,Expense,EntityA
755,ACC002776,2023-Q1,92920.52,87667.32,5253.2,Asset,EntityC
756,ACC002190,2023-Q2,68763.19,16296.8,52466.39,Asset,EntityB
757,ACC003688,2023-Q3,52330.98,159745.75,-107414.77,Asset,EntityA
758,ACC001917,2023-Q3,55629.35,177034.09,-121404.74,Liability,EntityB
759,ACC000640,2023-Q1,185569.58,82732.05,102837.53,Asset,EntityA
760,ACC003649,2023-Q3,33015.72,48671.05,-15655.33,Asset,EntityC
761,ACC000880,2023-Q1,197635.28,8794.33,188840.95,Expense,EntityC
762,ACC002765,2023-Q3,65383.89,,-52832.67,Equity,EntityA
763,ACC004746,2023-Q3,17678.05,181973.9,-164295.85,Liability,EntityA
764,ACC004681,2023-Q3,49738.08,135577.61,-85839.53,Equity,EntityC
765,ACC001804,2023-Q2,11682.88,63449.72,-51766.84,Expense,EntityC
766,ACC003902,2023-Q2,158005.95,128577.66,167009.32691699377,Equity,EntityC
767,ACC003064,2023-Q3,102510.58,166413.68,-63903.1,Equity,EntityC
768,ACC002397,2023-Q3,67397.32,95166.01,-27768.69,Expense,EntityC
769,ACC000700,2023-Q4,132409.92,163949.7,-31539.78,Asset,EntityB
770,ACC001882,2023-Q2,126129.31,78381.94,47747.37,Equity,EntityC
771,ACC003260,2023-Q2,187974.42,69701.14,118273.28,Revenue,EntityC
772,ACC004934,2023-Q2,192252.1,116597.73,75654.37,Equity,EntityA
773,ACC000025,2023-Q3,136136.76,92937.28,43199.48,Expense,EntityA
774,ACC003589,2023-Q1,163563.19,195422.38,-31859.19,Expense,EntityB
775,ACC004232,2023-Q2,158485.02,103277.88,55207.14,Liability,EntityC
776,ACC004756,2023-Q1,98260.71,77034.41,21226.3,Expense,EntityC
777,ACC002120,2023-Q3,140891.66,78986.71,61904.95,Liability,EntityA
778,ACC000593,2023-Q4,15651.8,109587.99,-93936.19,Liability,EntityB
779,ACC001355,2023-Q4,151604.22,70982.41,80621.81,Expense,EntityC
780,ACC004253,2023-Q2,192366.6,144581.32,47785.28,Asset,EntityA
781,ACC004390,2023-Q1,16994.95,76132.59,-59137.64,Liability,EntityC
782,ACC003186,2023-Q1,167223.16,76828.88,90394.28,Revenue,EntityA
783,ACC000614,2023-Q1,186596.01,123394.65,63201.36,Equity,EntityA
784,ACC000610,2023-Q4,45237.78,12169.37,33068.41,Expense,EntityA
785,ACC002391,2023-Q4,104962.24,131070.98,-26108.74,Liability,EntityC
786,ACC002942,2023-Q3,185571.65,100994.44,84577.21,Equity,EntityC
787,ACC000162,2023-Q1,-44029.24,90605.22,101439.98,Asset,EntityA
788,ACC003431,2023-Q1,25576.48,143850.6,-118274.12,Liability,EntityB
789,ACC002723,2023-Q4,69800.85,151651.16,-81850.31,Asset,EntityA
790,ACC000062,2023-Q2,139628.93,169252.17,-29623.24,Revenue,EntityC
791,ACC000479,2023-Q1,44311.7,74960.62,-30648.92,Liability,EntityC
792,ACC002272,2023-Q1,64954.13,65407.54,-453.41,Revenue,EntityC
793,ACC003613,2023-Q2,4658.21,142868.42,-138210.21,Liability,EntityB
794,ACC004127,2023-Q3,30704.34,116360.97,-85656.63,Equity,EntityA
795,ACC002157,2023-Q4,112465.9,126360.31,-13894.41,Expense,EntityA
796,ACC001477,2023-Q2,130618.01,111104.58,19513.43,Expense,EntityC
797,ACC004842,2023-Q3,129782.37,154538.6,-24756.23,Asset,EntityB
798,ACC002293,2023-Q1,,38008.18,117663.91,Revenue,EntityA
799,ACC001577,2023-Q1,83056.28,111142.43,-28086.15,Expense,EntityC
800,ACC002212,2023-Q1,54698.14,31620.36,23077.78,Revenue,EntityA
801,ACC000061,2023-Q4,3116.14,81450.39,-78334.25,Asset,EntityC
802,ACC001510,2023-Q3,41325.97,132798.76,-91472.79,Revenue,EntityA
803,ACC002578,2023-Q4,62477.56,98614.32,72055.04344890702,Revenue,EntityB
804,ACC004593,2023-Q1,35641.37,75918.31,-40276.94,Revenue,EntityA
805,ACC003692,2023-Q1,4028.89,176994.0,-172965.11,Equity,EntityC
806,ACC003907,2023-Q4,31489.52,154565.14,-123075.62,Equity,EntityB
807,ACC002725,2023-Q1,133219.91,105258.16,27961.75,Revenue,EntityB
808,ACC000553,2023-Q1,125917.08,190010.63,-64093.55,Equity,EntityB
809,ACC001955,2023-Q3,,84873.06,102263.67,Revenue,EntityC
810,ACC004986,2023-Q3,159633.66,157614.59,2019.07,Revenue,EntityA
811,ACC000221,2023-Q1,113551.22,33587.25,79963.97,Liability,EntityA
812,ACC004397,2023-Q2,-40504.61,57158.5,-29647.23,Revenue,EntityA
813,ACC003423,2023-Q3,-38931.0,67617.12,45197.24,Revenue,EntityC
814,ACC001420,2023-Q2,12319.01,21164.15,-8845.14,Equity,EntityC
815,ACC003890,2023-Q2,86176.98,100360.96,-14183.98,Revenue,EntityB
816,ACC004185,2023-Q1,78051.73,38452.03,84151.51409238119,Asset,EntityA
817,ACC000217,2023-Q2,85562.76,126837.18,-41274.42,Liability,EntityC
818,ACC000533,2023-Q4,55965.18,38018.47,17946.71,Revenue,EntityC
819,ACC003329,2023-Q3,137166.09,24701.25,112464.84,Expense,EntityC
820,ACC004996,2023-Q4,168188.89,193817.35,-25628.46,Revenue,EntityC
821,ACC000120,2023-Q1,153703.4,131648.06,22055.34,Revenue,EntityA
822,ACC003329,2023-Q1,125550.42,187290.18,-61739.76,Liability,EntityC
823,ACC000683,2023-Q3,107668.96,97977.56,9691.4,Revenue,EntityB
824,ACC003251,2023-Q1,6216.84,,-463.65,Liability,EntityB
825,ACC003117,2023-Q3,144586.8,114874.23,29712.57,Asset,EntityA
826,ACC000453,2023-Q4,108996.59,111665.78,-2669.19,Liability,EntityB
827,ACC003404,2023-Q2,54148.21,2995.12,51153.09,Revenue,EntityC
828,ACC004486,2023-Q3,65568.41,172248.41,-106680.0,Expense,EntityB
829,ACC004318,2023-Q3,187121.36,123994.14,63127.22,Equity,EntityC
830,ACC000145,2023-Q1,124872.45,148938.23,-24065.78,Expense,EntityC
831,ACC001230,2023-Q4,95182.49,98784.22,-3601.73,Revenue,EntityA
832,ACC001205,2023-Q1,124184.35,123680.49,503.86,Equity,EntityC
833,ACC002267,2023-Q4,82748.46,51493.98,31254.48,Expense,EntityC
834,ACC000716,2023-Q3,94036.45,194751.55,-100715.1,Equity,EntityB
835,ACC004272,2023-Q1,58061.85,80144.0,-22082.15,Equity,EntityB
836,ACC003884,2023-Q3,87970.66,32465.32,55505.34,Revenue,EntityB
837,ACC004042,2023-Q1,137118.45,11183.08,125935.37,Revenue,EntityC
838,ACC000992,2023-Q3,7988.39,127234.39,-119246.0,Equity,EntityC
839,ACC000073,2023-Q4,159005.48,196675.97,-37670.49,Equity,EntityA
840,ACC004554,2023-Q4,56595.91,179158.9,58066.287341128096,Expense,EntityA
841,ACC001445,2023-Q4,136511.96,140420.91,-3908.95,Asset,EntityA
842,ACC003282,2023-Q2,128545.06,198119.59,-69574.53,Asset,EntityB
843,ACC004548,2023-Q3,130525.61,144565.65,-14040.04,Equity,EntityC
844,ACC000181,2023-Q2,121625.78,67850.22,53775.56,Asset,EntityB
845,ACC000028,2023-Q4,191820.37,120243.63,71576.74,Liability,EntityA
846,ACC000028,2023-Q2,101668.83,15953.33,85715.5,Equity,EntityC
847,ACC000782,2023-Q4,146463.82,,102127.32,Equity,EntityB
848,ACC000259,2023-Q2,141089.87,83508.05,57581.82,Liability,EntityB
849,ACC004100,2023-Q3,47253.52,40363.7,6889.82,Liability,EntityC
850,ACC003030,2023-Q1,56661.17,190700.2,-134039.03,Revenue,EntityA
851,ACC004901,2023-Q3,84803.42,199119.51,-114316.09,Expense,EntityB
852,ACC004008,2023-Q1,55539.59,74187.18,-18647.59,Revenue,EntityA
853,ACC004816,2023-Q1,73348.62,141845.8,-68497.18,Equity,EntityB
854,ACC001193,2023-Q2,78192.12,81554.15,-3362.03,Asset,EntityB
855,ACC001439,2023-Q2,120772.91,27901.84,92871.07,Liability,EntityB
856,ACC004248,2023-Q3,43978.01,67385.37,-23407.36,Equity,EntityC
857,ACC001225,2023-Q2,160858.37,46674.34,114184.03,Liability,EntityA
858,ACC000287,2023-Q1,87507.27,65615.64,91187.27441279338,Revenue,EntityC
859,ACC003346,2023-Q2,-42655.33,43004.34,98244.48,Liability,EntityC
860,ACC004005,2023-Q2,16288.5,22469.02,-6180.52,Expense,EntityB
861,ACC004841,2023-Q3,93993.08,43485.69,50507.39,Liability,EntityA
862,ACC004639,2023-Q3,5643.91,181151.41,15035.428830644716,Equity,EntityA
863,ACC000602,2023-Q1,135182.0,,118137.66,Revenue,EntityB
864,ACC003861,2023-Q3,68742.02,64951.33,3790.69,Liability,EntityC
865,ACC004231,2023-Q3,189850.56,105689.98,84160.58,Revenue,EntityB
866,ACC003491,2023-Q4,64824.84,70902.53,-6077.69,Equity,EntityC
867,ACC004099,2023-Q3,112761.18,103521.42,9239.76,Revenue,EntityA
868,ACC004190,2023-Q4,51477.52,,42793.51,Equity,EntityB
869,ACC002233,2023-Q1,124022.53,129713.93,-5691.4,Expense,EntityC
870,ACC000201,2023-Q3,,112695.76,-19287.29,Revenue,EntityB
871,ACC002281,2023-Q1,74125.65,136193.25,-62067.6,Asset,EntityC
872,ACC001009,2023-Q1,40737.87,113451.56,-72713.69,Equity,EntityA
873,ACC000569,2023-Q4,22304.27,,-65276.45,Expense,EntityC
874,ACC000625,2023-Q2,23975.83,70028.31,-46052.48,Liability,EntityC
875,ACC003487,2023-Q3,199808.0,45287.04,154520.96,Equity,EntityB
876,ACC002523,2023-Q3,82462.15,100013.55,-17551.4,Revenue,EntityB
877,ACC002700,2023-Q3,385.94,5210.49,-4824.55,Liability,EntityC
878,ACC003726,2023-Q1,190585.76,65648.17,124937.59,Equity,EntityB
879,ACC002742,2023-Q1,3995.98,135574.46,-131578.48,Equity,EntityA
880,ACC003151,2023-Q1,83717.23,21743.41,61973.82,Asset,EntityC
881,ACC000431,2023-Q4,143495.52,12578.25,130917.27,Asset,EntityA
882,ACC004256,2023-Q1,182919.85,130435.72,52484.13,Equity,EntityB
883,ACC002244,2023-Q3,142577.26,79554.94,63022.32,Asset,EntityA
884,ACC000777,2023-Q2,92725.15,160365.01,-67639.86,Expense,EntityC
885,ACC004067,2023-Q1,194888.41,187462.26,7426.15,Equity,EntityC
886,ACC003674,2023-Q2,7863.88,191408.09,-183544.21,Revenue,EntityB
887,ACC000266,2023-Q1,197378.44,85118.57,112259.87,Liability,EntityB
888,ACC000966,2023-Q1,169878.31,52865.44,117012.87,Liability,EntityB
889,ACC000079,2023-Q1,185786.0,121722.75,64063.25,Equity,EntityB
890,ACC001354,2023-Q4,50954.48,125638.59,-74684.11,Revenue,EntityC
891,ACC000500,2023-Q3,28491.61,124468.99,-95977.38,Liability,EntityA
892,ACC003550,2023-Q4,132663.06,64355.72,68307.34,Liability,EntityC
893,ACC002613,2023-Q2,103171.89,12750.35,90421.54,Asset,EntityB
894,ACC004902,2023-Q1,104633.59,42000.97,62632.62,Equity,EntityC
895,ACC003748,2023-Q3,184923.84,30883.89,154039.95,Revenue,EntityB
896,ACC003058,2023-Q4,124016.18,24780.07,99236.11,Equity,EntityC
897,ACC002547,2023-Q3,62212.77,185256.66,-123043.89,Liability,EntityB
898,ACC000273,2023-Q1,80013.31,2769.53,77243.78,Liability,EntityB
899,ACC000352,2023-Q2,26699.17,120371.55,35734.3757816702,Liability,EntityA
900,ACC003082,2023-Q4,38462.81,189494.76,-151031.95,Liability,EntityA
901,ACC000022,2023-Q3,28670.01,72010.63,-43340.62,Liability,EntityA
902,ACC000212,2023-Q4,-2725.83,105419.62,56638.65,Expense,EntityB
903,ACC001096,2023-Q3,140974.69,139156.73,1817.96,Liability,EntityC
904,ACC004421,2023-Q1,106069.0,63433.94,42635.06,Liability,EntityC
905,ACC002295,2023-Q4,74873.57,95530.4,-20656.83,Revenue,EntityC
906,ACC003548,2023-Q4,133698.86,163420.57,139787.59933456985,Expense,EntityB
907,ACC002058,2023-Q3,162581.07,149071.13,13509.94,Equity,EntityB
908,ACC000866,2023-Q4,176246.64,161689.88,184221.10403299707,Revenue,EntityC
909,ACC001856,2023-Q1,109403.25,197468.03,-88064.78,Asset,EntityA
910,ACC000459,2023-Q4,163977.02,74065.49,89911.53,Equity,EntityC
911,ACC003852,2023-Q1,102261.19,149418.25,-47157.06,Asset,EntityC
912,ACC000918,2023-Q4,94906.02,120556.91,-25650.89,Asset,EntityC
913,ACC001882,2023-Q1,173086.37,133320.95,39765.42,Equity,EntityA
914,ACC004901,2023-Q3,77274.79,147974.78,-70699.99,Liability,EntityC
915,ACC002960,2023-Q4,79182.54,149946.26,-70763.72,Asset,EntityB
916,ACC002293,2023-Q1,60982.27,177149.03,65552.19696981917,Asset,EntityB
917,ACC002716,2023-Q1,103740.35,69864.34,33876.01,Revenue,EntityA
918,ACC003921,2023-Q4,108970.01,130696.27,-21726.26,Equity,EntityB
919,ACC001273,2023-Q1,132092.23,56058.09,76034.14,Liability,EntityB
920,ACC003183,2023-Q3,86100.46,118913.74,-32813.28,Expense,EntityC
921,ACC004364,2023-Q4,43567.46,150235.03,-106667.57,Liability,EntityB
922,ACC002863,2023-Q3,173368.41,158200.22,15168.19,Expense,EntityA
923,ACC002233,2023-Q2,69200.17,84024.9,71611.04340390909,Liability,EntityC
924,ACC000726,2023-Q2,184588.68,101744.04,82844.64,Asset,EntityA
925,ACC001242,2023-Q3,,66769.97,-25299.3,Asset,EntityC
926,ACC004731,2023-Q3,112011.5,33807.27,78204.23,Liability,EntityC
927,ACC002707,2023-Q3,107323.02,52103.48,55219.54,Asset,EntityA
928,ACC001507,2023-Q1,165729.57,182427.4,174648.36078980158,Asset,EntityC
929,ACC002092,2023-Q3,27770.28,61793.91,-34023.63,Liability,EntityC
930,ACC002891,2023-Q3,-20085.2,194951.87,-12964.44,Expense,EntityB
931,ACC002688,2023-Q3,106285.63,48295.62,57990.01,Liability,EntityC
932,ACC003499,2023-Q1,117221.88,144614.22,-27392.34,Liability,EntityA
933,ACC001288,2023-Q3,102033.26,114780.66,-12747.4,Expense,EntityB
934,ACC003247,2023-Q3,7204.98,139374.01,-132169.03,Liability,EntityB
935,ACC002214,2023-Q1,99418.13,128791.59,-29373.46,Expense,EntityB
936,ACC004703,2023-Q4,52709.93,141349.72,-88639.79,Revenue,EntityC
937,ACC000790,2023-Q3,68537.64,181109.41,-112571.77,Expense,EntityC
938,ACC000743,2023-Q2,129820.32,112693.9,17126.42,Equity,EntityB
939,ACC002309,2023-Q3,-12876.18,13569.76,85969.67,Equity,EntityB
940,ACC002542,2023-Q3,,54165.09,-35521.45,Liability,EntityB
941,ACC003455,2023-Q3,,141643.8,,Equity,EntityA
942,ACC002021,2023-Q2,37131.54,98814.93,-61683.39,Revenue,EntityB
943,ACC004569,2023-Q4,38177.03,109710.4,-71533.37,Expense,EntityA
944,ACC002371,2023-Q4,121660.15,119316.09,2344.06,Asset,EntityC
945,ACC000647,2023-Q1,,76525.85,-40962.96,Asset,EntityC
946,ACC000597,2023-Q3,-30286.85,154779.11,21564.77,Asset,EntityC
947,ACC004868,2023-Q1,41952.13,144706.98,-102754.85,Revenue,EntityC
948,ACC000671,2023-Q2,18226.29,142859.88,-124633.59,Asset,EntityB
949,ACC004740,2023-Q4,175149.2,143062.03,32087.17,Expense,EntityB
950,ACC001391,2023-Q1,59065.52,178071.6,-119006.08,Liability,EntityB
951,ACC000468,2023-Q2,85084.53,119078.56,-33994.03,Liability,EntityB
952,ACC001524,2023-Q1,191805.28,,-1609.16,Expense,EntityA
953,ACC003074,2023-Q3,188873.84,23838.54,165035.3,Revenue,EntityC
954,ACC002140,2023-Q2,142983.38,126391.8,151164.76182182058,Equity,EntityB
955,ACC003928,2023-Q3,-16369.9,143385.31,-129597.52,Expense,EntityC
956,ACC003055,2023-Q4,118668.03,95444.08,23223.95,Revenue,EntityA
957,ACC002004,2023-Q3,197815.59,57641.68,140173.91,Revenue,EntityB
958,ACC003174,2023-Q3,189383.25,110007.49,79375.76,Liability,EntityB
959,ACC004858,2023-Q1,21200.5,72949.54,-51749.04,Expense,EntityC
960,ACC002060,2023-Q1,79193.46,181824.81,-102631.35,Revenue,EntityB
961,ACC000768,2023-Q4,63107.35,71358.48,-8251.13,Expense,EntityA
962,ACC002044,2023-Q4,25945.62,35141.4,-9195.78,Expense,EntityB
963,ACC004201,2023-Q3,138959.66,115277.83,23681.83,Equity,EntityC
964,ACC001089,2023-Q2,54769.67,79198.52,-24428.85,Liability,EntityA
965,ACC004746,2023-Q1,68973.16,19179.63,49793.53,Expense,EntityB
966,ACC002942,2023-Q4,18071.78,112968.47,-94896.69,Expense,EntityA
967,ACC003008,2023-Q4,99593.51,107569.28,108879.69480707297,Asset,EntityC
968,ACC001586,2023-Q1,31633.57,34639.42,-3005.85,Revenue,EntityA
969,ACC004603,2023-Q3,86418.08,119527.63,-33109.55,Revenue,EntityB
970,ACC000181,2023-Q3,28668.44,113471.79,-84803.35,Revenue,EntityC
971,ACC001494,2023-Q2,190769.98,154722.52,36047.46,Expense,EntityC
972,ACC002093,2023-Q4,28996.51,72313.99,-43317.48,Liability,EntityA
973,ACC002387,2023-Q1,104377.43,49751.9,54625.53,Expense,EntityA
974,ACC002371,2023-Q2,39395.97,190243.98,-150848.01,Revenue,EntityA
975,ACC000740,2023-Q1,15272.36,112243.5,18488.54896838521,Asset,EntityB
976,ACC001128,2023-Q3,40461.72,5427.99,35033.73,Equity,EntityC
977,ACC000477,2023-Q3,10954.82,164142.34,-153187.52,Asset,EntityA
978,ACC002863,2023-Q4,27879.48,39351.61,-11472.13,Expense,EntityA
979,ACC001755,2023-Q3,98696.83,,-58510.43,Revenue,EntityB
980,ACC002829,2023-Q1,130363.1,141032.49,-10669.39,Expense,EntityC
981,ACC002949,2023-Q2,17467.96,193762.74,-176294.78,Revenue,EntityB
982,ACC003511,2023-Q1,88203.72,193115.86,-104912.14,Liability,EntityB
983,ACC002736,2023-Q3,116249.4,54882.12,61367.28,Equity,EntityC
984,ACC003240,2023-Q3,46845.14,153289.92,-106444.78,Expense,EntityC
985,ACC002936,2023-Q4,74415.68,63371.02,11044.66,Asset,EntityB
986,ACC003263,2023-Q2,14366.97,125839.59,-111472.62,Expense,EntityB
987,ACC003084,2023-Q2,44026.22,119549.22,-75523.0,Equity,EntityB
988,ACC001582,2023-Q1,93350.59,,82441.89,Equity,EntityA
989,ACC001232,2023-Q2,198088.44,1036.35,197052.09,Revenue,EntityB
990,ACC003938,2023-Q2,199253.01,11552.8,187700.21,Asset,EntityC
991,ACC001714,2023-Q4,195924.34,25588.41,170335.93,Asset,EntityA
992,ACC002746,2023-Q4,84617.28,51530.5,33086.78,Asset,EntityC
993,ACC000985,2023-Q1,16136.08,181391.04,-165254.96,Revenue,EntityB
994,ACC002158,2023-Q2,64714.69,103726.54,-39011.85,Asset,EntityB
995,ACC002649,2023-Q3,47542.88,159378.35,-111835.47,Revenue,EntityA
996,ACC003131,2023-Q2,-10650.17,,-164837.04,Asset,EntityC
997,ACC002632,2023-Q1,19046.72,146988.62,-127941.9,Revenue,EntityA
998,ACC001804,2023-Q4,90638.39,,12361.37,Expense,EntityB
999,ACC004809,2023-Q3,67932.49,172771.88,-104839.39,Equity,EntityA
1000,ACC002564,2023-Q3,,148409.95,,Liability,EntityC
1001,ACC004042,2023-Q2,143219.99,148630.29,-5410.3,Equity,EntityA
1002,ACC003684,2023-Q4,-1457.02,180314.87,-108891.75,Revenue,EntityC
1003,ACC002792,2023-Q1,170373.57,119732.69,50640.88,Revenue,EntityB
1004,ACC004433,2023-Q2,48195.43,105714.89,-57519.46,Revenue,EntityA
1005,ACC000642,2023-Q4,107678.7,178032.51,-70353.81,Equity,EntityC
1006,ACC004606,2023-Q4,36827.84,90892.35,39447.26212419613,Revenue,EntityC
1007,ACC004252,2023-Q2,99060.12,162314.14,105167.39048610773,Liability,EntityA
1008,ACC002519,2023-Q3,,10769.27,19724.03,Liability,EntityC
1009,ACC003667,2023-Q1,32315.72,257.99,32057.73,Expense,EntityC
1010,ACC002602,2023-Q1,122444.68,105658.5,16786.18,Equity,EntityC
1011,ACC001344,2023-Q2,52757.21,14722.38,38034.83,Expense,EntityB
1012,ACC004000,2023-Q4,34473.45,195308.6,-160835.15,Revenue,EntityA
1013,ACC001230,2023-Q3,,1100.23,184853.42,Equity,EntityB
1014,ACC001573,2023-Q2,8600.65,143629.93,-135029.28,Equity,EntityC
1015,ACC002597,2023-Q2,113029.62,48676.94,64352.68,Revenue,EntityB
1016,ACC004187,2023-Q1,109652.77,193510.4,-83857.63,Asset,EntityB
1017,ACC001920,2023-Q2,50121.77,76308.33,-26186.56,Equity,EntityC
1018,ACC002471,2023-Q1,90554.35,5456.69,85097.66,Revenue,EntityB
1019,ACC000209,2023-Q1,17547.56,5387.15,12160.41,Asset,EntityA
1020,ACC000580,2023-Q3,-1614.37,110674.67,33579.36,Asset,EntityC
1021,ACC000280,2023-Q1,,197342.4,-153002.97,Asset,EntityB
1022,ACC000361,2023-Q1,38677.07,195954.71,-157277.64,Equity,EntityB
1023,ACC004343,2023-Q3,62975.7,67454.59,-4478.89,Liability,EntityB
1024,ACC004210,2023-Q2,180473.98,96540.73,83933.25,Equity,EntityC
1025,ACC004110,2023-Q2,159293.33,20091.16,139202.17,Asset,EntityC
1026,ACC000278,2023-Q1,189378.46,104435.37,84943.09,Liability,EntityC
1027,ACC000389,2023-Q1,130392.47,119940.32,10452.15,Asset,EntityC
1028,ACC001404,2023-Q2,132584.3,50212.33,82371.97,Expense,EntityA
1029,ACC002827,2023-Q3,96006.2,122422.89,-26416.69,Equity,EntityC
1030,ACC001671,2023-Q2,181037.26,179938.55,1098.71,Asset,EntityC
1031,ACC002438,2023-Q3,102175.43,191.07,101984.36,Equity,EntityA
1032,ACC000865,2023-Q3,-35687.94,45786.75,25225.26,Expense,EntityB
1033,ACC003654,2023-Q2,128075.0,41983.91,86091.09,Expense,EntityC
1034,ACC001570,2023-Q2,109227.9,24777.24,84450.66,Expense,EntityB
1035,ACC000333,2023-Q2,24803.96,33220.24,34148.207194733885,Equity,EntityC
1036,ACC003714,2023-Q1,78545.08,125182.51,-46637.43,Liability,EntityB
1037,ACC004514,2023-Q3,62665.08,20538.88,42126.2,Liability,EntityA
1038,ACC000074,2023-Q3,169366.76,147706.32,21660.44,Liability,EntityA
1039,ACC002184,2023-Q2,75768.51,177404.52,-101636.01,Expense,EntityC
1040,ACC004136,2023-Q2,164311.05,185317.54,-21006.49,Asset,EntityC
1041,ACC003531,2023-Q2,88477.92,132035.16,-43557.24,Expense,EntityB
1042,ACC004283,2023-Q3,150700.11,39479.28,111220.83,Expense,EntityB
1043,ACC002077,2023-Q4,27056.39,17059.32,9997.07,Expense,EntityB
1044,ACC001862,2023-Q1,184930.04,46404.99,138525.05,Revenue,EntityC
1045,ACC003546,2023-Q2,96111.98,192391.44,-96279.46,Expense,EntityC
1046,ACC000769,2023-Q1,51959.65,192469.04,-140509.39,Asset,EntityC
1047,ACC001198,2023-Q2,48297.92,76383.78,-28085.86,Expense,EntityC
1048,ACC003005,2023-Q1,53015.46,65158.31,-12142.85,Equity,EntityC
1049,ACC003343,2023-Q2,73344.83,102002.12,-28657.29,Expense,EntityB
1050,ACC000599,2023-Q2,-14875.71,58337.62,85166.29,Asset,EntityA
1051,ACC002542,2023-Q2,189920.61,195932.49,-6011.88,Expense,EntityB
1052,ACC001825,2023-Q2,133807.49,44244.28,89563.21,Equity,EntityC
1053,ACC002509,2023-Q4,109433.25,73828.54,35604.71,Asset,EntityB
1054,ACC004793,2023-Q4,89719.56,85874.18,3845.38,Equity,EntityA
1055,ACC000384,2023-Q1,165638.89,25012.8,140626.09,Asset,EntityC
1056,ACC004978,2023-Q2,169931.44,76564.97,93366.47,Asset,EntityC
