je_id,posting_date,value_date,amount,currency,dr_account,cr_account,description,status,approver
JE00001700,2022-03-12 19:00:00,2022-03-12 19:00:00,36119.63,USD,ACC002035,ACC001430,Journal entry 1700,posted,User25
JE00001701,2022-03-12 20:00:00,2022-03-12 20:00:00,45901.21,USD,ACC000213,ACC000213,Journal entry 1701,posted,User31
JE00001702,2022-03-12 21:00:00,2022-03-12 21:00:00,49210.84,USD,ACC003880,ACC001890,Journal entry 1702,posted,User21
JE00001703,2022-03-12 22:00:00,2022-03-12 22:00:00,17667.33,GBP,ACC003093,ACC003093,Journal entry 1703,posted,
JE00001704,2022-03-12 23:00:00,2022-03-12 23:00:00,31947.36,USD,ACC002709,ACC004123,Journal entry 1704,posted,User33
JE00001705,2022-03-13 00:00:00,2022-03-13 00:00:00,23749.24,USD,ACC000890,ACC002418,Journal entry 1705,posted,User44
JE00001706,2022-03-13 01:00:00,2022-03-13 01:00:00,49332.77,USD,ACC000267,ACC003412,Journal entry 1706,reversed,User30
JE00001707,2022-03-13 02:00:00,2022-03-13 02:00:00,4781.01,EUR,ACC000279,ACC002758,Journal entry 1707,posted,User3
JE00001708,2022-03-13 03:00:00,2022-03-13 03:00:00,20677.51,GBP,ACC003126,ACC003225,Journal entry 1708,posted,User6
JE00001709,2022-03-13 04:00:00,2022-03-13 04:00:00,43789.4,EUR,ACC003739,ACC004770,Journal entry 1709,posted,User14
JE00001710,2022-03-13 05:00:00,2022-03-13 05:00:00,14274.16,USD,ACC003977,ACC003361,Journal entry 1710,posted,User15
JE00001711,2022-03-13 06:00:00,2022-03-13 06:00:00,39410.86,EUR,ACC004002,ACC000565,Journal entry 1711,reversed,User7
JE00001712,2022-03-13 07:00:00,2022-03-13 07:00:00,19200.88,USD,ACC001968,ACC002517,Journal entry 1712,posted,User44
JE00001713,2022-03-13 08:00:00,2022-03-13 08:00:00,49000.93,EUR,ACC000007,ACC004099,Journal entry 1713,posted,User37
JE00001714,2022-03-13 09:00:00,2022-03-13 09:00:00,44188.14,EUR,ACC001226,ACC000199,Journal entry 1714,posted,User38
JE00001715,2022-03-13 10:00:00,2022-03-13 10:00:00,15135.89,USD,ACC003936,ACC001786,Journal entry 1715,posted,User48
JE00001716,2022-03-13 11:00:00,2022-03-13 11:00:00,38532.64,USD,ACC003820,ACC001006,Journal entry 1716,posted,User43
JE00001717,2022-03-13 12:00:00,2022-03-13 12:00:00,16909.14,USD,ACC002538,ACC003606,Journal entry 1717,posted,User9
JE00001718,2022-03-13 13:00:00,2022-03-13 13:00:00,30357.51,USD,ACC000120,ACC000702,Journal entry 1718,posted,User2
JE00001719,2022-03-13 14:00:00,2022-03-13 14:00:00,32958.19,EUR,ACC003884,ACC003121,Journal entry 1719,posted,User36
JE00001720,2022-03-13 15:00:00,2022-03-13 15:00:00,41496.81,USD,ACC004078,ACC000320,Journal entry 1720,posted,User45
JE00001721,2022-03-13 16:00:00,2022-03-13 16:00:00,1320.1,EUR,ACC001135,ACC004620,Journal entry 1721,posted,
JE00001722,2022-03-13 17:00:00,2022-03-13 17:00:00,11085.88,GBP,ACC004022,ACC001598,Journal entry 1722,posted,User43
JE00001723,2022-03-13 18:00:00,2022-03-13 18:00:00,35624.7,USD,ACC003199,ACC002039,Journal entry 1723,posted,User30
JE00001724,2022-03-13 19:00:00,2022-03-13 19:00:00,28219.81,USD,ACC004440,ACC003939,Journal entry 1724,posted,User23
JE00001725,2022-03-13 20:00:00,2022-03-13 20:00:00,24830.69,USD,ACC003133,ACC001899,Journal entry 1725,posted,User7
JE00001726,2022-03-13 21:00:00,2022-03-13 21:00:00,2854.98,EUR,ACC000448,ACC000576,Journal entry 1726,posted,User34
JE00001727,2022-03-13 22:00:00,2022-03-13 22:00:00,17478.97,USD,ACC003235,ACC004525,Journal entry 1727,posted,User15
JE00001728,2022-03-13 23:00:00,2022-03-13 23:00:00,43268.5,USD,ACC000539,ACC000558,Journal entry 1728,posted,User14
JE00001729,2022-03-14 00:00:00,2022-03-14 00:00:00,1641.55,USD,ACC001294,ACC002486,Journal entry 1729,posted,User43
JE00001730,2022-03-14 01:00:00,2022-03-14 01:00:00,19882.17,GBP,ACC004364,ACC000622,Journal entry 1730,posted,User33
JE00001731,2022-06-11 02:00:00,2022-03-14 02:00:00,47262.9,USD,ACC004841,ACC003490,Journal entry 1731,posted,User22
JE00001732,2022-03-14 03:00:00,2022-03-14 03:00:00,4968313.221500001,USD,ACC002377,ACC001350,Journal entry 1732,posted,User40
JE00001733,2022-03-14 04:00:00,2022-03-14 04:00:00,37510.32,GBP,ACC001456,ACC004662,Journal entry 1733,posted,User36
JE00001734,2022-03-14 05:00:00,2022-03-14 05:00:00,12954.87,USD,ACC001962,ACC001012,Journal entry 1734,posted,User24
JE00001735,2022-03-14 06:00:00,2022-03-14 06:00:00,43343.78,USD,ACC001211,ACC003349,Journal entry 1735,posted,User48
JE00001736,2022-03-14 07:00:00,2022-03-14 07:00:00,37328.79,USD,ACC002867,ACC000070,Journal entry 1736,pending,User2
JE00001737,2022-03-14 08:00:00,2022-03-14 08:00:00,44296.69,USD,ACC002106,ACC000566,Journal entry 1737,posted,User25
JE00001738,2022-03-14 09:00:00,2022-03-14 09:00:00,10874.65,USD,ACC000293,ACC001383,Journal entry 1738,posted,User21
JE00001739,2022-03-14 10:00:00,2022-03-14 10:00:00,26611.51,USD,ACC003051,ACC004420,Journal entry 1739,posted,User6
JE00001740,2022-03-14 11:00:00,2022-03-14 11:00:00,38985.57,USD,ACC003219,ACC004982,Journal entry 1740,posted,User36
JE00001741,2022-04-11 12:00:00,2022-03-14 12:00:00,12360.42,USD,ACC003336,ACC003068,Journal entry 1741,posted,User5
JE00001742,2022-03-14 13:00:00,2022-03-14 13:00:00,11614.24,USD,ACC004726,ACC001683,Journal entry 1742,posted,User35
JE00001743,2022-03-14 14:00:00,2022-03-14 14:00:00,1456.39,USD,ACC003521,ACC001561,Journal entry 1743,posted,User37
JE00001744,2022-03-14 15:00:00,2022-03-14 15:00:00,47929.91,USD,ACC003379,ACC001057,Journal entry 1744,posted,User24
JE00001745,2022-03-14 16:00:00,2022-03-14 16:00:00,35529.84,EUR,ACC001059,ACC001703,Journal entry 1745,posted,User12
JE00001746,2022-03-14 17:00:00,2022-03-14 17:00:00,31814.46,EUR,ACC002323,ACC002479,Journal entry 1746,posted,
JE00001747,2022-03-14 18:00:00,2022-03-14 18:00:00,37225.34,USD,ACC002173,ACC003427,Journal entry 1747,posted,User35
JE00001748,2022-05-30 19:00:00,2022-03-14 19:00:00,26627.48,EUR,ACC004805,ACC001147,Journal entry 1748,pending,User6
JE00001749,2022-03-14 20:00:00,2022-03-14 20:00:00,23859.08,EUR,ACC002372,ACC000179,Journal entry 1749,posted,User37
JE00001750,2022-03-14 21:00:00,2022-03-14 21:00:00,22531.66,USD,ACC003443,ACC002799,Journal entry 1750,posted,User8
JE00001751,2022-03-14 22:00:00,2022-03-14 22:00:00,32057.92,GBP,ACC002704,ACC001214,Journal entry 1751,posted,User31
JE00001752,2022-03-14 23:00:00,2022-03-14 23:00:00,10156.6,EUR,ACC000285,ACC002004,Journal entry 1752,posted,
JE00001753,2022-03-15 00:00:00,2022-03-15 00:00:00,4968313.221500001,USD,ACC004679,ACC003559,Journal entry 1753,posted,User32
JE00001754,2022-03-15 01:00:00,2022-03-15 01:00:00,40606.44,USD,ACC003351,ACC004485,Journal entry 1754,posted,User40
JE00001755,2022-03-15 02:00:00,2022-03-15 02:00:00,17543.22,USD,ACC001152,ACC002672,Journal entry 1755,posted,
JE00001756,2022-03-15 03:00:00,2022-03-15 03:00:00,28972.6,USD,ACC000299,ACC004640,Journal entry 1756,posted,User38
JE00001757,2022-03-15 04:00:00,2022-03-15 04:00:00,7137.26,EUR,ACC004685,ACC001346,Journal entry 1757,posted,
JE00001758,2022-03-15 05:00:00,2022-03-15 05:00:00,48620.08,USD,ACC001537,ACC003566,Journal entry 1758,pending,User38
JE00001759,2022-03-15 06:00:00,2022-03-15 06:00:00,45154.35,USD,ACC000086,ACC004899,Journal entry 1759,posted,User45
JE00001760,2022-03-15 07:00:00,2022-03-15 07:00:00,46102.69,USD,ACC003079,ACC001079,Journal entry 1760,reversed,User44
JE00001761,2022-03-15 08:00:00,2022-03-15 08:00:00,16674.94,EUR,ACC000082,ACC003692,Journal entry 1761,posted,User38
JE00001762,2022-03-15 09:00:00,2022-03-15 09:00:00,4968313.221500001,USD,ACC001079,ACC002370,Journal entry 1762,posted,User22
JE00001763,2022-03-15 10:00:00,2022-03-15 10:00:00,10667.43,EUR,ACC004468,ACC004404,Journal entry 1763,posted,User15
JE00001764,2022-03-15 11:00:00,2022-03-15 11:00:00,4591.07,USD,ACC000191,ACC001528,Journal entry 1764,posted,User16
JE00001765,2022-03-15 12:00:00,2022-03-15 12:00:00,6093.52,USD,ACC003761,ACC004803,Journal entry 1765,posted,
JE00001766,2022-03-15 13:00:00,2022-03-15 13:00:00,3658.1,USD,ACC003090,ACC003992,Journal entry 1766,posted,User30
JE00001767,2022-03-15 14:00:00,2022-03-15 14:00:00,49492.17,USD,ACC001530,ACC003526,Journal entry 1767,posted,User21
JE00001768,2022-03-15 15:00:00,2022-03-15 15:00:00,3795.48,USD,ACC001430,ACC000146,Journal entry 1768,posted,
JE00001769,2022-03-15 16:00:00,2022-03-15 16:00:00,6713.85,USD,ACC002375,ACC000414,Journal entry 1769,reversed,User36
JE00001770,2022-03-15 17:00:00,2022-03-15 17:00:00,41380.0,USD,ACC002665,ACC003313,Journal entry 1770,posted,User26
JE00001771,2022-03-15 18:00:00,2022-03-15 18:00:00,29053.99,USD,ACC004452,ACC002395,Journal entry 1771,posted,User1
JE00001772,2022-03-15 19:00:00,2022-03-15 19:00:00,38743.42,EUR,ACC001306,ACC001617,Journal entry 1772,posted,User7
JE00001773,2022-03-15 20:00:00,2022-03-15 20:00:00,31582.51,EUR,ACC002952,ACC004210,Journal entry 1773,posted,User17
JE00001774,2022-03-15 21:00:00,2022-03-15 21:00:00,44120.54,USD,ACC003433,ACC002406,Journal entry 1774,posted,User20
JE00001775,2022-03-15 22:00:00,2022-03-15 22:00:00,31959.53,EUR,ACC000064,ACC002295,Journal entry 1775,posted,User36
JE00001776,2022-03-15 23:00:00,2022-03-15 23:00:00,26154.04,USD,ACC004479,ACC001615,Journal entry 1776,posted,User24
JE00001777,2022-03-16 00:00:00,2022-03-16 00:00:00,35666.21,USD,ACC004960,ACC004909,Journal entry 1777,posted,User21
JE00001778,2022-03-16 01:00:00,2022-03-16 01:00:00,22424.9,USD,ACC000433,ACC001824,Journal entry 1778,posted,User5
JE00001779,2022-03-16 02:00:00,2022-03-16 02:00:00,4968313.221500001,USD,ACC001310,ACC001298,Journal entry 1779,pending,User3
JE00001780,2022-03-16 03:00:00,2022-03-16 03:00:00,23435.86,EUR,ACC003932,ACC003372,Journal entry 1780,pending,User49
JE00001781,2022-03-16 04:00:00,2022-03-16 04:00:00,8568.73,USD,ACC004047,ACC000171,Journal entry 1781,posted,
JE00001782,2022-03-16 05:00:00,2022-03-16 05:00:00,39848.93,USD,ACC000781,ACC002978,Journal entry 1782,posted,User2
JE00001783,2022-03-16 06:00:00,2022-03-16 06:00:00,13109.12,USD,ACC004588,ACC002824,Journal entry 1783,posted,User23
JE00001784,2022-03-16 07:00:00,2022-03-16 07:00:00,7761.22,USD,ACC001648,ACC001221,Journal entry 1784,reversed,User46
JE00001785,2022-03-16 08:00:00,2022-03-16 08:00:00,12392.98,USD,ACC001468,ACC003846,Journal entry 1785,posted,
JE00001786,2022-03-16 09:00:00,2022-03-16 09:00:00,42119.3,USD,ACC001787,ACC000219,Journal entry 1786,posted,User4
JE00001787,2022-03-16 10:00:00,2022-03-16 10:00:00,16577.04,USD,ACC003358,ACC004909,Journal entry 1787,pending,
JE00001788,2022-03-16 11:00:00,2022-03-16 11:00:00,34333.89,USD,ACC001032,ACC004281,Journal entry 1788,posted,User43
JE00001789,2022-03-16 12:00:00,2022-03-16 12:00:00,42834.84,USD,ACC002715,ACC000877,Journal entry 1789,posted,User15
JE00001790,2022-03-16 13:00:00,2022-03-16 13:00:00,3979.46,GBP,ACC000377,ACC002462,Journal entry 1790,posted,User27
JE00001791,2022-03-16 14:00:00,2022-03-16 14:00:00,38274.72,USD,ACC000735,ACC000985,Journal entry 1791,posted,User16
JE00001792,2022-03-16 15:00:00,2022-03-16 15:00:00,15452.51,USD,ACC003843,ACC003094,Journal entry 1792,posted,User10
JE00001793,2022-03-16 16:00:00,2022-03-16 16:00:00,10909.46,USD,ACC001919,ACC001763,Journal entry 1793,posted,User43
JE00001794,2022-03-16 17:00:00,2022-03-16 17:00:00,4968313.221500001,USD,ACC003969,ACC002443,Journal entry 1794,posted,User12
JE00001795,2022-03-16 18:00:00,2022-03-16 18:00:00,45498.85,USD,ACC003689,ACC004785,Journal entry 1795,pending,User29
JE00001796,2022-03-16 19:00:00,2022-03-16 19:00:00,14821.46,USD,ACC004985,ACC003095,Journal entry 1796,posted,User18
JE00001797,2022-03-16 20:00:00,2022-03-16 20:00:00,28484.81,USD,ACC000688,ACC004336,Journal entry 1797,posted,User31
JE00001798,2022-03-16 21:00:00,2022-03-16 21:00:00,14562.72,USD,ACC004674,ACC003135,Journal entry 1798,reversed,User39
JE00001799,2022-03-16 22:00:00,2022-03-16 22:00:00,27758.85,USD,ACC004460,ACC002373,Journal entry 1799,posted,User28
JE00001800,2022-03-16 23:00:00,2022-03-16 23:00:00,31130.92,USD,ACC002174,ACC000076,Journal entry 1800,posted,User8
JE00001801,2022-03-17 00:00:00,2022-03-17 00:00:00,30555.74,USD,ACC000677,ACC000446,Journal entry 1801,reversed,User15
JE00001802,2022-04-21 01:00:00,2022-03-17 01:00:00,31214.96,USD,ACC000667,ACC002667,Journal entry 1802,posted,User12
JE00001803,2022-03-17 02:00:00,2022-03-17 02:00:00,6840.48,USD,ACC002554,ACC002520,Journal entry 1803,pending,User34
JE00001804,2022-03-17 03:00:00,2022-03-17 03:00:00,34707.67,EUR,ACC000054,ACC002511,Journal entry 1804,pending,User34
JE00001805,2022-03-17 04:00:00,2022-03-17 04:00:00,33770.04,USD,ACC000479,ACC004228,Journal entry 1805,posted,User8
JE00001806,2022-03-17 05:00:00,2022-03-17 05:00:00,34161.15,EUR,ACC002658,ACC000480,Journal entry 1806,posted,User31
JE00001807,2022-03-17 06:00:00,2022-03-17 06:00:00,3796.12,USD,ACC002816,ACC003294,Journal entry 1807,posted,User23
JE00001808,2022-03-17 07:00:00,2022-03-17 07:00:00,22397.26,USD,ACC004303,ACC003730,Journal entry 1808,posted,User21
JE00001809,2022-03-17 08:00:00,2022-03-17 08:00:00,20510.85,USD,ACC004873,ACC003229,Journal entry 1809,posted,User43
JE00001810,2022-03-17 09:00:00,2022-03-17 09:00:00,4426.9,EUR,ACC001340,ACC001180,Journal entry 1810,posted,
JE00001811,2022-03-17 10:00:00,2022-03-17 10:00:00,11196.16,USD,ACC001652,ACC002032,Journal entry 1811,posted,User36
JE00001812,2022-03-17 11:00:00,2022-03-17 11:00:00,22104.04,USD,ACC000995,ACC000273,Journal entry 1812,posted,User28
JE00001813,2022-03-17 12:00:00,2022-03-17 12:00:00,37171.02,USD,ACC001124,ACC000886,Journal entry 1813,posted,User13
JE00001814,2022-03-17 13:00:00,2022-03-17 13:00:00,11929.4,USD,ACC002195,ACC004016,Journal entry 1814,posted,User12
JE00001815,2022-03-17 14:00:00,2022-03-17 14:00:00,41504.52,GBP,ACC004966,ACC003088,Journal entry 1815,posted,User9
JE00001816,2022-03-17 15:00:00,2022-03-17 15:00:00,27335.33,USD,ACC004468,ACC004326,Journal entry 1816,posted,User30
JE00001817,2022-03-17 16:00:00,2022-03-17 16:00:00,38045.04,USD,ACC004566,ACC003459,Journal entry 1817,posted,User33
JE00001818,2022-03-17 17:00:00,2022-03-17 17:00:00,23680.54,USD,ACC002259,ACC001204,Journal entry 1818,posted,User14
JE00001819,2022-03-17 18:00:00,2022-03-17 18:00:00,25009.79,USD,ACC003287,ACC004067,Journal entry 1819,posted,User19
JE00001820,2022-03-17 19:00:00,2022-03-17 19:00:00,31024.0,EUR,ACC003614,ACC003438,Journal entry 1820,posted,User49
JE00001821,2022-03-17 20:00:00,2022-03-17 20:00:00,46405.73,EUR,ACC001216,ACC000958,Journal entry 1821,posted,User35
JE00001822,2022-03-17 21:00:00,2022-03-17 21:00:00,24641.45,GBP,ACC002313,ACC000025,Journal entry 1822,posted,User29
JE00001823,2022-03-17 22:00:00,2022-03-17 22:00:00,26480.01,USD,ACC002751,ACC003819,Journal entry 1823,posted,User6
JE00001824,2022-03-17 23:00:00,2022-03-17 23:00:00,30139.65,USD,ACC001865,ACC003606,Journal entry 1824,pending,User28
JE00001825,2022-03-18 00:00:00,2022-03-18 00:00:00,36902.01,USD,ACC002366,ACC000449,Journal entry 1825,posted,User20
JE00001826,2022-03-20 01:00:00,2022-03-18 01:00:00,3685.33,USD,ACC002205,ACC002325,Journal entry 1826,posted,User42
JE00001827,2022-03-18 02:00:00,2022-03-18 02:00:00,25832.8,GBP,ACC000306,ACC004570,Journal entry 1827,posted,User10
JE00001828,2022-03-18 03:00:00,2022-03-18 03:00:00,24131.42,USD,ACC003843,ACC003963,Journal entry 1828,posted,User49
JE00001829,2022-03-18 04:00:00,2022-03-18 04:00:00,46092.08,USD,ACC004503,ACC004086,Journal entry 1829,pending,User47
JE00001830,2022-03-18 05:00:00,2022-03-18 05:00:00,24725.98,USD,ACC003773,ACC001966,Journal entry 1830,posted,User39
JE00001831,2022-03-18 06:00:00,2022-03-18 06:00:00,23469.19,EUR,ACC004669,ACC000606,Journal entry 1831,reversed,User25
JE00001832,2022-03-18 07:00:00,2022-03-18 07:00:00,48113.78,USD,ACC002159,ACC001756,Journal entry 1832,posted,User30
JE00001833,2022-03-18 08:00:00,2022-03-18 08:00:00,22583.77,EUR,ACC000280,ACC003435,Journal entry 1833,posted,User45
JE00001834,2022-03-18 09:00:00,2022-03-18 09:00:00,9126.13,EUR,ACC001339,ACC004204,Journal entry 1834,posted,User43
JE00001835,2022-03-18 10:00:00,2022-03-18 10:00:00,10924.11,EUR,ACC004270,ACC003221,Journal entry 1835,posted,User40
JE00001836,2022-03-18 11:00:00,2022-03-18 11:00:00,4849.86,USD,ACC000696,ACC000194,Journal entry 1836,posted,User9
JE00001837,2022-03-18 12:00:00,2022-03-18 12:00:00,128.35,USD,ACC002736,ACC002953,Journal entry 1837,posted,User20
JE00001838,2022-03-18 13:00:00,2022-03-18 13:00:00,21654.09,USD,ACC000007,ACC000936,Journal entry 1838,posted,User38
JE00001839,2022-03-18 14:00:00,2022-03-18 14:00:00,4968313.221500001,EUR,ACC001619,ACC003049,Journal entry 1839,posted,User7
JE00001840,2022-03-18 15:00:00,2022-03-18 15:00:00,36699.98,GBP,ACC000567,ACC002061,Journal entry 1840,posted,User34
JE00001841,2022-03-18 16:00:00,2022-03-18 16:00:00,1704.24,USD,ACC000568,ACC002666,Journal entry 1841,posted,User18
JE00001842,2022-03-18 17:00:00,2022-03-18 17:00:00,28542.15,USD,ACC000824,ACC002982,Journal entry 1842,posted,User28
JE00001843,2022-03-18 18:00:00,2022-03-18 18:00:00,4968313.221500001,USD,ACC002692,ACC003191,Journal entry 1843,posted,User45
JE00001844,2022-03-18 19:00:00,2022-03-18 19:00:00,47059.71,USD,ACC003450,ACC000026,Journal entry 1844,posted,User43
JE00001845,2022-03-18 20:00:00,2022-03-18 20:00:00,8451.51,USD,ACC001441,ACC004831,Journal entry 1845,pending,User19
JE00001846,2022-03-18 21:00:00,2022-03-18 21:00:00,31369.3,USD,ACC004090,ACC002876,Journal entry 1846,posted,User35
JE00001847,2022-03-18 22:00:00,2022-03-18 22:00:00,16379.29,EUR,ACC001960,ACC002536,Journal entry 1847,posted,User1
JE00001848,2022-03-18 23:00:00,2022-03-18 23:00:00,32113.91,USD,ACC003685,ACC001893,Journal entry 1848,posted,User36
JE00001849,2022-03-19 00:00:00,2022-03-19 00:00:00,20671.7,USD,ACC002649,ACC000523,Journal entry 1849,reversed,User7
JE00001850,2022-03-19 01:00:00,2022-03-19 01:00:00,38006.19,USD,ACC003617,ACC003151,Journal entry 1850,pending,User45
JE00001851,2022-03-19 02:00:00,2022-03-19 02:00:00,11610.89,USD,ACC004894,ACC001817,Journal entry 1851,posted,User15
JE00001852,2022-03-19 03:00:00,2022-03-19 03:00:00,45299.01,USD,ACC004972,ACC004535,Journal entry 1852,posted,User35
JE00001853,2022-03-19 04:00:00,2022-03-19 04:00:00,25060.46,USD,ACC002936,ACC003290,Journal entry 1853,posted,User33
JE00001854,2022-03-19 05:00:00,2022-03-19 05:00:00,37829.05,USD,ACC004813,ACC002205,Journal entry 1854,posted,User13
JE00001855,2022-03-19 06:00:00,2022-03-19 06:00:00,42501.54,USD,ACC003508,ACC000159,Journal entry 1855,posted,User42
JE00001856,2022-03-19 07:00:00,2022-03-19 07:00:00,49941.55,USD,ACC001345,ACC002773,Journal entry 1856,posted,User9
JE00001857,2022-03-19 08:00:00,2022-03-19 08:00:00,11274.89,USD,ACC004677,ACC004227,Journal entry 1857,posted,User45
JE00001858,2022-03-19 09:00:00,2022-03-19 09:00:00,14415.93,USD,ACC000726,ACC002314,Journal entry 1858,posted,User26
JE00001859,2022-03-19 10:00:00,2022-03-19 10:00:00,12596.61,USD,ACC002342,ACC003252,Journal entry 1859,posted,User23
JE00001860,2022-03-19 11:00:00,2022-03-19 11:00:00,13217.28,USD,ACC000767,ACC000593,Journal entry 1860,posted,User12
JE00001861,2022-03-19 12:00:00,2022-03-19 12:00:00,29163.99,USD,ACC003923,ACC002034,Journal entry 1861,posted,User1
JE00001862,2022-03-19 13:00:00,2022-03-19 13:00:00,4968313.221500001,USD,ACC004479,ACC003966,Journal entry 1862,posted,User35
JE00001863,2022-03-19 14:00:00,2022-03-19 14:00:00,49514.88,USD,ACC004094,ACC002118,Journal entry 1863,posted,User36
JE00001864,2022-03-19 15:00:00,2022-03-19 15:00:00,26385.98,GBP,ACC000512,ACC004426,Journal entry 1864,posted,User42
JE00001865,2022-03-19 16:00:00,2022-03-19 16:00:00,31987.46,USD,ACC001355,ACC002048,Journal entry 1865,posted,User48
JE00001866,2022-03-19 17:00:00,2022-03-19 17:00:00,43012.53,USD,ACC001701,ACC004058,Journal entry 1866,pending,
JE00001867,2022-03-19 18:00:00,2022-03-19 18:00:00,46653.38,USD,ACC000579,ACC003219,Journal entry 1867,posted,User28
JE00001868,2022-03-19 19:00:00,2022-03-19 19:00:00,10272.65,EUR,ACC002652,ACC004738,Journal entry 1868,pending,User45
JE00001869,2022-03-19 20:00:00,2022-03-19 20:00:00,26474.23,USD,ACC000171,ACC002665,Journal entry 1869,posted,User28
JE00001870,2022-03-19 21:00:00,2022-03-19 21:00:00,41658.57,GBP,ACC003068,ACC002341,Journal entry 1870,posted,User37
JE00001871,2022-03-19 22:00:00,2022-03-19 22:00:00,15229.78,USD,ACC002874,ACC001768,Journal entry 1871,reversed,User35
JE00001872,2022-04-09 23:00:00,2022-03-19 23:00:00,22046.47,EUR,ACC002979,ACC003262,Journal entry 1872,posted,User49
JE00001873,2022-03-20 00:00:00,2022-03-20 00:00:00,49282.49,USD,ACC004565,ACC004901,Journal entry 1873,posted,User17
JE00001874,2022-03-20 01:00:00,2022-03-20 01:00:00,49253.83,USD,ACC003933,ACC000842,Journal entry 1874,pending,User10
JE00001875,2022-03-25 02:00:00,2022-03-20 02:00:00,4968313.221500001,USD,ACC001299,ACC004683,Journal entry 1875,posted,User45
JE00001876,2022-03-20 03:00:00,2022-03-20 03:00:00,39942.57,USD,ACC002859,ACC004885,Journal entry 1876,posted,User23
JE00001877,2022-03-20 04:00:00,2022-03-20 04:00:00,13529.61,EUR,ACC004013,ACC003846,Journal entry 1877,reversed,User10
JE00001878,2022-03-20 05:00:00,2022-03-20 05:00:00,16110.42,EUR,ACC004256,ACC004256,Journal entry 1878,posted,User32
JE00001879,2022-03-20 06:00:00,2022-03-20 06:00:00,27409.41,USD,ACC003216,ACC004315,Journal entry 1879,posted,User42
JE00001880,2022-03-20 07:00:00,2022-03-20 07:00:00,28082.79,USD,ACC000424,ACC001309,Journal entry 1880,posted,User38
JE00001881,2022-03-20 08:00:00,2022-03-20 08:00:00,25324.59,USD,ACC002174,ACC003170,Journal entry 1881,posted,User17
JE00001882,2022-03-20 09:00:00,2022-03-20 09:00:00,31869.85,USD,ACC004295,ACC004027,Journal entry 1882,posted,User45
JE00001883,2022-03-20 10:00:00,2022-03-20 10:00:00,20475.32,USD,ACC000370,ACC004027,Journal entry 1883,posted,User2
JE00001884,2022-03-20 11:00:00,2022-03-20 11:00:00,37483.79,USD,ACC002951,ACC002951,Journal entry 1884,posted,
JE00001885,2022-03-20 12:00:00,2022-03-20 12:00:00,16744.14,USD,ACC002704,ACC001928,Journal entry 1885,posted,User9
JE00001886,2022-03-20 13:00:00,2022-03-20 13:00:00,16600.78,EUR,ACC001115,ACC004749,Journal entry 1886,posted,User12
JE00001887,2022-03-20 14:00:00,2022-03-20 14:00:00,6448.58,EUR,ACC001721,ACC003369,Journal entry 1887,posted,User16
JE00001888,2022-03-20 15:00:00,2022-03-20 15:00:00,9516.74,EUR,ACC004889,ACC003850,Journal entry 1888,posted,User21
JE00001889,2022-03-20 16:00:00,2022-03-20 16:00:00,42540.99,USD,ACC002979,ACC003117,Journal entry 1889,posted,User3
JE00001890,2022-03-20 17:00:00,2022-03-20 17:00:00,22369.49,GBP,ACC004699,ACC004387,Journal entry 1890,posted,User36
JE00001891,2022-04-10 18:00:00,2022-03-20 18:00:00,11470.6,USD,ACC002357,ACC002389,Journal entry 1891,pending,User7
JE00001892,2022-03-20 19:00:00,2022-03-20 19:00:00,37991.12,USD,ACC004229,ACC002734,Journal entry 1892,posted,User7
JE00001893,2022-03-20 20:00:00,2022-03-20 20:00:00,27743.66,USD,ACC003100,ACC004020,Journal entry 1893,pending,User1
JE00001894,2022-03-20 21:00:00,2022-03-20 21:00:00,1155.68,EUR,ACC004558,ACC002587,Journal entry 1894,posted,User48
JE00001895,2022-03-20 22:00:00,2022-03-20 22:00:00,15886.44,USD,ACC001634,ACC001225,Journal entry 1895,posted,User3
JE00001896,2022-03-20 23:00:00,2022-03-20 23:00:00,4968313.221500001,EUR,ACC001911,ACC003787,Journal entry 1896,reversed,User37
JE00001897,2022-03-21 00:00:00,2022-03-21 00:00:00,32828.06,USD,ACC000203,ACC001878,Journal entry 1897,posted,User32
JE00001898,2022-03-21 01:00:00,2022-03-21 01:00:00,13824.05,EUR,ACC001140,ACC000526,Journal entry 1898,pending,User41
JE00001899,2022-03-21 02:00:00,2022-03-21 02:00:00,3340.84,USD,ACC000693,ACC001864,Journal entry 1899,posted,User23
JE00001900,2022-03-21 03:00:00,2022-03-21 03:00:00,2841.26,GBP,ACC000915,ACC000271,Journal entry 1900,posted,User45
JE00001901,2022-03-21 04:00:00,2022-03-21 04:00:00,29128.19,USD,ACC001542,ACC004392,Journal entry 1901,posted,User24
JE00001902,2022-03-21 05:00:00,2022-03-21 05:00:00,1184.0,USD,ACC004369,ACC004919,Journal entry 1902,posted,User9
JE00001903,2022-03-21 06:00:00,2022-03-21 06:00:00,42454.73,EUR,ACC001893,ACC001334,Journal entry 1903,posted,User45
JE00001904,2022-03-21 07:00:00,2022-03-21 07:00:00,7854.32,USD,ACC004134,ACC004134,Journal entry 1904,posted,User21
JE00001905,2022-03-21 08:00:00,2022-03-21 08:00:00,4968313.221500001,USD,ACC004074,ACC003558,Journal entry 1905,posted,User1
JE00001906,2022-03-21 09:00:00,2022-03-21 09:00:00,22289.93,EUR,ACC004905,ACC004779,Journal entry 1906,posted,User32
